Exp,Site,Hole,Core,Type,Sect,Top(cm),Depth CSF-A (m),Porosity (vol%)
194,1194,B,26,R,1,42,341.12,39.8
194,1194,B,26,R,2,20,342.31,36.4
194,1194,B,26,R,3,52,344.13,38.6
194,1194,B,26,R,4,47,345.39,33.5
194,1194,B,26,R,5,53,346.62,42.9
194,1194,B,26,R,6,91,347.56,36.6
194,1194,B,27,R,1,8,350.38,38.7
194,1194,B,27,R,2,82,352.22,40
194,1194,B,27,R,3,33,352.99,39.8
194,1194,B,28,R,1,4,359.94,28.1
194,1194,B,28,R,2,119,362.3,33.4
194,1194,B,28,R,3,102,363.59,26.7
194,1194,B,28,R,4,62,364.26,34.6
194,1194,B,28,R,5,30,365.44,29.5
194,1194,B,28,R,6,89,367.47,35.3
194,1194,B,28,R,7,18,367.78,26.2
194,1194,B,29,R,1,32,369.82,34
194,1194,B,29,R,2,51,370.97,39.4
194,1194,B,29,R,3,68,372.64,36.3
194,1194,B,29,R,4,50,373.96,33.8
194,1194,B,30,R,1,81,380.01,27.3
194,1194,B,30,R,2,133,382.03,29.2
194,1194,B,30,R,3,56,382.76,34
194,1194,B,30,R,4,69,384.39,37.8
194,1194,B,31,R,1,92,389.72,41.1
194,1194,B,31,R,2,15,390.42,42
194,1194,B,32,R,1,14,398.54,45
194,1194,B,32,R,2,7,399.58,41.5
194,1194,B,33,R,1,24,408.14,24.6
194,1194,B,33,R,2,114,410.09,32.3
194,1194,B,33,R,3,68,411.08,47.1
194,1194,B,34,R,1,68,418.18,40
194,1194,B,34,R,2,53,419.51,38.7
194,1194,B,34,R,3,35,420.78,37.8
194,1194,B,34,R,4,53,421.45,8.3
194,1194,B,34,R,5,38,422.75,6.1
194,1195,A,1,H,1,80,0.8,65.7
194,1195,A,1,H,2,80,2.3,66.7
194,1195,A,1,H,3,80,3.8,62.2
194,1195,A,1,H,4,30,4.3,72.4
194,1195,A,2,H,1,80,5.5,69.6
194,1195,A,2,H,2,80,7,61.1
194,1195,A,2,H,3,80,8.5,65.2
194,1195,A,2,H,4,80,10,72.1
194,1195,A,2,H,5,80,11.5,64.5
194,1195,A,2,H,6,80,13,69.1
194,1195,A,2,H,7,20,13.9,53
194,1195,A,3,H,1,80,15,63.8
194,1195,A,3,H,2,80,16.5,70.4
194,1195,A,3,H,3,80,18,68.7
194,1195,A,3,H,4,80,19.5,70.5
194,1195,A,3,H,5,80,21,67.5
194,1195,A,3,H,6,80,22.5,68.4
194,1195,A,3,H,7,20,23.4,70.3
194,1195,A,4,H,1,80,24.5,69.7
194,1195,A,4,H,2,80,26,69.4
194,1195,A,4,H,3,80,27.5,71.1
194,1195,A,4,H,4,80,29,76.5
194,1195,A,4,H,5,80,30.5,69.7
194,1195,A,4,H,6,80,32,76.7
194,1195,A,4,H,7,20,32.9,73.5
194,1195,A,5,H,1,80,34,72.2
194,1195,A,5,H,2,80,35.5,71.7
194,1195,A,5,H,3,80,37,71.3
194,1195,A,5,H,4,80,38.5,71.3
194,1195,A,5,H,5,80,40,77.7
194,1195,A,5,H,6,80,41.5,81.1
194,1195,A,5,H,7,20,42.1,77.4
194,1195,A,6,H,1,80,43.5,73.8
194,1195,A,6,H,2,80,45,78.8
194,1195,A,6,H,3,80,46.5,79.7
194,1195,A,6,H,4,80,48,76.7
194,1195,A,6,H,5,80,49.5,74.9
194,1195,A,6,H,6,80,51,75.6
194,1195,A,7,H,1,80,53,62.9
194,1195,A,7,H,2,80,54.5,79.5
194,1195,A,7,H,3,80,56,74.7
194,1195,A,7,H,4,80,57.5,80.5
194,1195,A,7,H,5,80,59,76.3
194,1195,A,7,H,6,80,60.5,78.5
194,1195,A,8,H,5,80,68.5,78.1
194,1195,A,8,H,6,80,70,74.2
194,1195,A,8,H,7,20,70.6,76.7
194,1195,A,9,H,1,80,72,71.6
194,1195,A,9,H,2,80,73,73
194,1195,A,9,H,3,80,73.92,73.2
194,1195,A,9,H,4,80,75.42,71.6
194,1195,A,9,H,5,80,76.92,66.6
194,1195,A,9,H,6,80,78.42,64.3
194,1195,A,9,H,7,80,79.92,66.3
194,1195,A,9,H,8,20,80.32,68.2
194,1195,B,1,H,1,80,0.8,67.4
194,1195,B,1,H,2,80,2.3,69.6
194,1195,B,1,H,3,80,3.8,64
194,1195,B,1,H,4,80,5.3,74.6
194,1195,B,1,H,5,80,6.8,67.9
194,1195,B,1,H,6,20,7.7,64.3
194,1195,B,2,H,1,80,9.2,76.5
194,1195,B,2,H,2,80,10.7,66.7
194,1195,B,2,H,3,80,12.2,68
194,1195,B,2,H,4,80,13.7,69.5
194,1195,B,2,H,5,80,15.2,72.1
194,1195,B,2,H,6,80,16.7,70.1
194,1195,B,3,H,1,80,18.7,69
194,1195,B,3,H,2,80,20.2,67.5
194,1195,B,3,H,3,80,21.7,71.5
194,1195,B,3,H,4,80,23.2,75.8
194,1195,B,3,H,5,80,24.7,71.1
194,1195,B,3,H,6,80,26.2,74.2
194,1195,B,3,H,7,20,26.8,73.6
194,1195,B,4,H,1,80,28.2,58.8
194,1195,B,4,H,2,80,29.7,76.9
194,1195,B,4,H,3,80,31.2,74.4
194,1195,B,4,H,4,80,32.7,77.8
194,1195,B,4,H,5,80,34.2,74
194,1195,B,4,H,6,80,35.7,67.4
194,1195,B,4,H,7,20,36.6,74.9
194,1195,B,5,H,1,80,37.7,74.2
194,1195,B,5,H,2,80,39.2,74.7
