HOLE:	U1353C
EXPEDITION:	317
TOP:	106.1444
BOTTOM:	208.8620
DEPTH_WMSF	FX	FY	FZ	FNOR	FINC	RB	P1AZ	HAZI	AX	AY	AZ	DEVI
m	oer	oer	oer	oer	deg	deg	deg	deg	m/s2	m/s2	m/s2	deg
127.6328	-0.066102	0.190758	-0.492208	0.531838	-67.1155	123.1983	277.9097	154.7138	0.0793	0.1326	9.7287	0.8557
127.7852	-0.076086	0.187229	-0.492208	0.531923	-67.1074	120.0448	274.2652	154.2237	0.0733	0.1368	9.9777	0.8549
127.9376	-0.076544	0.187192	-0.492245	0.531999	-67.1009	119.7254	273.5178	153.7959	0.0747	0.1341	9.8623	0.8512
128.0900	-0.091175	0.181170	-0.491828	0.532062	-67.0967	117.4456	270.7842	153.3418	0.0673	0.1284	9.8443	0.8498
128.2424	-0.092882	0.180616	-0.492021	0.532137	-67.0928	115.7444	268.6832	152.9407	0.0658	0.1274	9.8540	0.8486
128.3948	-0.094729	0.179745	-0.492253	0.532208	-67.0898	115.6667	268.2184	152.5538	0.0664	0.1281	9.8378	0.8450
128.5472	-0.097611	0.178296	-0.492175	0.532271	-67.0849	115.1179	267.4240	152.3088	0.0637	0.1276	9.8081	0.8429
128.6996	-0.100780	0.176389	-0.491802	0.532330	-67.0782	114.2359	266.3383	152.1046	0.0632	0.1281	9.8302	0.8401
128.8520	-0.105196	0.174256	-0.491899	0.532380	-67.0721	113.3248	265.1857	151.8637	0.0621	0.1250	9.7515	0.8379
129.0044	-0.110104	0.171453	-0.491752	0.532422	-67.0678	111.6911	263.4205	151.7308	0.0552	0.1267	9.8507	0.8338
129.1568	-0.112120	0.169854	-0.491912	0.532460	-67.0648	110.7062	262.5552	151.8506	0.0533	0.1285	9.8292	0.8306
129.3092	-0.112752	0.169381	-0.492122	0.532505	-67.0628	109.9606	262.1299	152.1710	0.0531	0.1285	9.8379	0.8275
129.4616	-0.115570	0.167376	-0.492075	0.532556	-67.0609	108.9677	261.6155	152.6504	0.0472	0.1280	9.7735	0.8265
129.6140	-0.119149	0.164723	-0.492343	0.532595	-67.0590	106.8626	260.1688	153.3085	0.0434	0.1302	9.9098	0.8270
129.7664	-0.121271	0.163448	-0.492306	0.532612	-67.0581	105.1759	259.2649	154.0907	0.0404	0.1355	9.8366	0.8271
129.9188	-0.121535	0.163285	-0.492400	0.532622	-67.0578	104.0444	258.9977	154.9548	0.0378	0.1375	9.8270	0.8278
130.0712	-0.121665	0.162994	-0.492308	0.532647	-67.0567	102.9818	258.9269	155.9468	0.0396	0.1374	9.7876	0.8285
130.2236	-0.124952	0.160060	-0.492372	0.532693	-67.0557	101.1463	258.1431	156.9979	0.0316	0.1382	9.7798	0.8300
130.3760	-0.125215	0.159298	-0.492880	0.532723	-67.0554	99.4120	257.3917	157.9799	0.0232	0.1426	9.8568	0.8329
130.5284	-0.127698	0.157161	-0.492944	0.532754	-67.0563	97.8531	256.7300	158.8773	0.0147	0.1470	9.8386	0.8349
130.6808	-0.129212	0.155833	-0.492946	0.532782	-67.0555	96.1926	256.1110	159.9188	0.0140	0.1473	9.8269	0.8378
130.8332	-0.131452	0.153702	-0.492950	0.532821	-67.0552	94.4368	255.3823	160.9464	0.0054	0.1473	9.7880	0.8397
130.9856	-0.134588	0.150464	-0.492924	0.532844	-67.0548	92.1678	254.0791	161.9122	-0.0021	0.1464	9.8431	0.8412
131.1380	-0.136157	0.148914	-0.492959	0.532863	-67.0553	90.4640	253.2791	162.8153	-0.0071	0.1478	9.8431	0.8420
131.2904	-0.138426	0.146963	-0.493077	0.532879	-67.0572	88.8470	252.4797	163.6331	-0.0124	0.1467	9.8414	0.8420
131.4428	-0.140257	0.145173	-0.493202	0.532887	-67.0596	87.2904	251.6842	164.3934	-0.0135	0.1476	9.8340	0.8415
131.5952	-0.142238	0.143565	-0.493128	0.532913	-67.0617	85.7954	250.9345	165.1386	-0.0138	0.1458	9.8035	0.8413
131.7476	-0.145876	0.139830	-0.493097	0.532947	-67.0638	83.8982	249.7472	165.8486	-0.0155	0.1428	9.8401	0.8425
131.9000	-0.146746	0.138461	-0.493103	0.532973	-67.0660	82.2777	248.8857	166.6077	-0.0258	0.1475	9.8048	0.8458
132.0524	-0.146569	0.138825	-0.493474	0.532997	-67.0677	81.4024	248.8077	167.4046	-0.0235	0.1407	9.9133	0.8512
132.2048	-0.147223	0.138459	-0.493271	0.533019	-67.0696	80.4876	248.6428	168.1543	-0.0236	0.1382	9.8085	0.8576
132.3572	-0.147195	0.138459	-0.493251	0.533037	-67.0715	79.7553	248.5884	168.8318	-0.0232	0.1381	9.8250	0.8662
132.5096	-0.147672	0.138346	-0.493200	0.532638	-67.1903	78.3128	248.4640	170.1496	-0.0217	0.1370	9.7900	0.8460
132.6620	-0.148522	0.137305	-0.493027	0.532458	-67.2540	76.3067	248.1315	171.8238	-0.0214	0.1370	9.9044	0.8167
132.8144	-0.152242	0.132781	-0.493403	0.532347	-67.2911	73.4180	247.0345	173.6150	-0.0279	0.1362	9.8553	0.7897
132.9668	-0.152924	0.130866	-0.493808	0.532242	-67.3307	70.3273	245.8652	175.5359	-0.0377	0.1446	9.8300	0.7610
133.1192	-0.156993	0.125194	-0.494125	0.532147	-67.3654	66.5472	244.1290	177.5801	-0.0527	0.1492	9.8746	0.7337
133.2716	-0.158376	0.123127	-0.494091	0.532053	-67.4028	63.4625	243.1323	179.6680	-0.0585	0.1556	10.0308	0.7083
133.4240	-0.157736	0.123515	-0.494160	0.531943	-67.4395	60.8154	242.8667	182.0493	-0.0609	0.1577	9.6585	0.6883
133.5764	-0.157834	0.122670	-0.494116	0.531827	-67.4787	57.9234	242.6200	184.6949	-0.0612	0.1650	9.7898	0.6686
133.7288	-0.012108	-0.197372	-0.492801	0.531716	-67.5157	231.4955	161.7496	187.4387	0.0227	-0.0848	9.8615	0.6536
133.8812	-0.013131	-0.196257	-0.493506	0.531608	-67.5574	291.3064	121.5010	190.1960	0.0198	-0.0870	9.7299	0.6418
134.0336	-0.014301	-0.196831	-0.492903	0.531507	-67.5984	285.4386	118.4519	193.0141	0.0143	-0.0897	9.7606	0.6285
134.1860	-0.014371	-0.196570	-0.493311	0.531404	-67.6333	282.6326	118.5003	195.8682	0.0105	-0.0798	9.8711	0.6120
134.3384	-0.014126	-0.197769	-0.492913	0.531290	-67.6686	279.5923	118.3708	198.7790	0.0141	-0.0798	9.8682	0.5903
134.4908	-0.012860	-0.196612	-0.493405	0.531175	-67.7051	276.2834	118.0711	201.7880	0.0068	-0.0860	9.8583	0.5628
134.6432	-0.010694	-0.196429	-0.493390	0.531062	-67.7423	272.5228	117.5619	205.0393	0.0018	-0.1035	9.6708	0.5322
134.7956	-0.013369	-0.196082	-0.493343	0.530951	-67.7808	268.9978	117.7142	208.7163	0.0192	-0.0988	10.0787	0.5006
134.9480	-0.012799	-0.196179	-0.493490	0.530846	-67.8204	264.7352	117.7783	213.0427	0.0103	-0.1065	9.6750	0.4691
135.1004	-0.010506	-0.195070	-0.493928	0.531065	-67.7676	262.3602	117.2773	214.9167	0.0153	-0.1104	9.7706	0.4485
135.2528	-0.009670	-0.196676	-0.493395	0.531210	-67.7299	261.9276	116.8183	214.8905	0.0099	-0.0914	9.7827	0.4342
135.4052	-0.004357	-0.198486	-0.492878	0.531205	-67.7370	261.0518	115.8260	214.7738	0.0078	-0.0739	9.8943	0.4191
