HOLE:	U1513E
EXPEDITION:	369
TOP:	117.8197
BOTTOM:	580.0488
DEPTH_WMSF	HALC	HSIG	HSTO	HNEC	HFEC
m	%	cu	in	1/s	1/s
137.1237	64.16618	26.08431	0.3791019	2435.181	483.2963
137.1745	61.21354	25.41523	0.3864008	2471.688	505.6972
137.2253	60.12774	25.39674	0.4035482	2506.183	424.2766
137.2761	56.14031	24.57171	0.807969	2437.094	438.889
137.3269	59.13503	24.36311	0.8830459	2409.205	450.2833
137.3777	59.77764	25.32963	0.8013885	2466.166	427.9365
137.4285	58.17014	25.34228	0.9875589	2384.35	414.5927
137.4793	60.71556	26.53451	0.8893955	2431.258	441.6781
137.5301	63.02391	26.33694	0.7793223	2506.798	427.932
137.5809	60.47827	26.43259	0.9114389	2424.707	471.0596
137.6317	62.44231	26.56617	0.8216032	2406.508	448.7231
137.6825	66.00623	28.00238	0.6219682	2447.593	450.3094
137.7333	65.00557	26.38311	0.6904863	2495.402	454.1623
137.7841	64.48499	26.62442	0.7177335	2494.648	495.7656
137.8349	65.69211	27.04084	0.6479422	2556.821	462.5348
137.8857	66.97911	28.36457	0.5684468	2432.468	503.4426
137.9365	67.29957	27.20534	0.5393348	2410.311	446.494
137.9873	67.30141	26.65978	0.5346916	2413.854	463.5409
138.0381	67.18535	25.94654	0.5395715	2387.492	457.9036
138.0889	65.90413	26.90128	0.6181989	2391.392	465.8683
138.1397	62.4822	25.7465	0.8242195	2422.24	454.1525
138.1905	61.05241	24.12209	0.9038527	2459.613	422.4156
138.2413	60.23506	23.3445	0.9246862	2472.77	476.4735
138.2921	58.58546	24.53252	0.9986796	2362.227	467.3557
138.3429	58.34793	23.79929	1.006551	2464.62	488.5988
138.3937	57.26932	22.52527	1.012	2545.13	492.3331
138.4445	54.40986	21.10552	1.082396	2484.225	474.1514
138.4953	56.93145	21.53473	1.04042	2485.062	496.6424
138.5461	57.49444	21.70917	1.013147	2532.326	493.1501
138.5969	57.14517	22.43583	0.9727809	2485.376	472.8964
138.6477	58.71046	21.94798	0.800097	2470.426	422.0933
138.6985	59.84186	21.34698	0.9312534	2501.636	466.9623
138.7493	59.66863	21.58681	0.9459169	2422.443	486.7831
138.8001	60.2579	20.98937	0.9142384	2514.253	507.6676
138.8509	60.39098	20.92817	0.9045492	2543.354	456.7361
138.9017	60.18555	21.52613	0.8143808	2476.179	433.7979
138.9525	62.68533	22.78206	0.4619393	2448.278	438.1606
139.0033	64.20104	23.14165	0.7165965	2478.174	436.1919
139.0541	64.50993	23.47663	0.6988079	2479.49	453.8445
139.1049	60.67266	23.08719	0.895158	2463.756	465.5712
139.1557	56.98931	22.64896	1.025976	2469.858	478.0647
139.2065	55.40465	22.61749	1.059986	2435.174	510.3907
139.2573	55.68182	22.01537	1.06037	2400.639	451.3178
139.3081	57.42525	21.31912	0.980225	2456.51	465.875
139.3589	62.60842	22.33439	0.5128763	2516.741	464.7687
139.4097	69.51088	23.18636	-0.260257	2554.047	439.623
139.4605	72.97086	22.61524	-0.2919329	2567.041	487.666
