HOLE:	U1513A
EXPEDITION:	369
TOP:	0.0620
BOTTOM:	292.9748
DEPTH_WMSF	TENS	CS	ETIM
m	lbf	ft/h	s
35.7236	4326.531	1790.892	842.2921
35.8760	4333.436	1791.061	843.2928
36.0284	4429.553	1792	844.2999
36.1808	4519.175	1792.694	845.3062
36.3332	4631.205	1797.874	846.3106
36.4856	4693.342	1806.982	847.3257
36.6380	4618.144	1807.195	848.3357
36.7904	4526.314	1801.771	849.342
36.9428	4488.122	1790.082	850.3245
37.0952	4458.54	1810.882	851.3093
37.2476	4474.664	1819.574	852.3101
37.4000	4473.544	1815.42	853.304
37.5524	4465.402	1814	854.3043
37.7048	4503.052	1805.322	855.3096
37.8572	4467.208	1802.726	856.3126
38.0096	4413.804	1792.086	857.3073
38.1620	4409.038	1788	858.307
38.3144	4426.686	1790.937	859.3007
38.4668	4474.729	1792	860.3145
38.6192	4496.659	1800.139	861.3243
38.7716	4466.34	1800.773	862.3287
38.9240	4458.727	1799.255	863.3242
39.0764	4447.267	1791.51	864.3362
39.2288	4403.927	1795.011	865.3439
39.3812	4410.619	1795.491	866.3627
39.5336	4429.131	1791.209	867.3727
39.6860	4512.856	1791.521	868.3763
39.8384	4575.363	1801.913	869.3793
39.9908	4573.217	1802.703	870.385
40.1432	4559.769	1802.769	871.3662
40.2956	4501.352	1803.773	872.3652
40.4480	4446.176	1803.224	873.3695
40.6004	4363.465	1803	874.3752
40.7528	4279.005	1801.439	875.3795
40.9052	4286.088	1795.512	876.3972
41.0576	4329.229	1797.938	877.4196
41.2100	4389.555	1798.21	878.4243
41.3624	4534.454	1796.416	879.4188
41.5148	4607.167	1797.59	880.4218
41.6672	4724.829	1804.39	881.4146
41.8196	4635.851	1814.811	882.4156
41.9720	4543.461	1809.761	883.408
42.1244	4482.759	1804.768	884.3975
42.2768	4436.353	1803.19	885.4133
42.4292	4384.888	1800.56	886.4497
42.5816	4370.105	1797.553	887.4734
42.7340	4347.706	1797	888.5079
42.8864	4500.115	1797.823	889.5332
43.0388	4630.508	1800.475	890.5554
43.1912	4681.593	1814.229	891.5641
43.3436	4636.532	1810.359	892.5706
43.4960	4525.12	1805.665	893.5897
43.6484	4436.341	1804.163	894.598
43.8008	4439.791	1804.84	895.6022
43.9532	4411.864	1811.732	896.6205
44.1056	4437.259	1807.086	897.6472
44.2580	4521.905	1807.697	898.6824
44.4104	4562.413	1810.556	899.7217
44.5628	4561.021	1805.875	900.7446
44.7152	4559.144	1805	901.7646
44.8676	4467.886	1805	902.7861
45.0200	4428.832	1801.547	903.8077
45.1724	4347.119	1801	904.8306
45.3248	4290.695	1799.263	905.855
45.4772	4315.403	1798.128	906.8787
45.6296	4361.101	1797.125	907.8992
45.7820	4453.769	1798.753	908.9175
45.9344	4531.988	1803.399	909.9528
46.0868	4544.534	1802.233	910.9781
46.2392	4576.933	1803.774	911.9982
46.3916	4484.815	1804	913.025
46.5440	4438.238	1803.109	914.0604
46.6964	4409.847	1799.422	915.0836
46.8488	4394.426	1799	916.0909
47.0012	4465.138	1799	917.1118
47.1536	4445.884	1807.135	918.1331
47.3060	4469.27	1912.171	919.1514
47.4584	4498.369	1837.528	920.1781
47.6108	4498.261	1812.569	921.2021
47.7632	4476.041	1801.85	922.239
47.9156	4405.118	1795.49	923.2784
48.0680	4365.808	1791.312	924.3016
48.2204	4398.116	1793.772	925.3116
48.3728	4373.173	1793.072	926.3295
48.5252	4423.991	1800.437	927.3652
48.6776	4497.985	1809.398	928.3889
48.8300	4544.216	1807.19	929.4274
48.9824	4548.877	1805.122	930.4487
49.1348	4472.797	1805	931.4687
49.2872	4387.737	1795.557	932.4922
49.4396	4376.365	1797.844	933.4997
49.5920	4323.671	1794.194	934.5386
49.7444	4341.023	1793.047	935.5768
49.8968	4442.324	1793.955	936.613
50.0492	4517.964	1798.795	937.6525
50.2016	4590.305	1817.289	938.6595
50.3540	4641.308	1820.898	939.6689
50.5064	4568.45	1838.427	940.6866
