HOLE:	U1352B
EXPEDITION:	317
TOP:	81.1260
BOTTOM:	465.4788
DEPTH_WMSF	RHOM	DRH	PEFL	NRHB
m	g/cm3	g/cm3	barns/e-	g/cm3
140.5620	2.0319	-0.0272	2.8486	2.0319
140.7144	2.0174	-0.0268	2.9579	2.0214
140.8668	1.9935	-0.0273	2.9385	2.0006
141.0192	1.9912	-0.0266	2.9257	1.9809
141.1716	1.9986	-0.0207	2.8295	1.8576
141.3240	1.9935	-0.0133	2.7056	2.1103
141.4764	1.9512	-0.0091	2.6069	2.0908
141.6288	1.9069	-0.0132	2.6155	1.8937
141.7812	1.8980	0.0022	2.6483	1.8980
141.9336	1.9056	0.0113	2.6043	1.9056
142.0860	1.9024	0.0049	2.4946	1.9024
142.2384	1.9327	0.0130	2.5497	1.9327
142.3908	1.9578	0.0092	2.6371	1.9578
142.5432	1.9680	0.0090	2.6416	1.9680
142.6956	1.9326	-0.0069	2.6464	1.9362
142.8480	1.9170	-0.0180	2.6144	1.9342
143.0004	1.9281	-0.0112	2.6911	1.8936
143.1528	1.9536	-0.0081	2.7136	2.0085
143.3052	1.9579	-0.0099	2.7945	1.8725
143.4576	1.9698	-0.0126	2.8338	1.9367
143.6100	1.9776	-0.0105	2.8064	2.0574
143.7624	1.9753	-0.0196	2.8074	1.9947
143.9148	1.9743	-0.0275	2.6960	1.9539
144.0672	1.9849	-0.0271	2.7144	1.9975
144.2196	1.9884	-0.0253	2.7571	2.0151
144.3720	1.9645	-0.0329	2.8499	1.9645
144.5244	1.9586	-0.0305	2.7684	1.9586
144.6768	1.9559	-0.0302	2.7377	1.9559
144.8292	1.9878	-0.0223	2.8638	1.9764
144.9816	2.0058	-0.0227	2.9576	2.0275
145.1340	2.0143	-0.0268	2.9525	2.0133
145.2864	2.0143	-0.0292	2.8677	2.0143
145.4388	2.0184	-0.0213	2.9063	2.0728
145.5912	2.0107	-0.0164	2.9666	2.0645
145.7436	1.9820	-0.0173	2.9008	1.9051
145.8960	1.9697	-0.0199	2.7712	1.8695
146.0484	1.9578	-0.0223	2.7295	1.9373
146.2008	1.9605	-0.0301	2.7697	1.9605
146.3532	1.9686	-0.0376	2.7925	1.9686
146.5056	1.9895	-0.0358	2.7057	1.9895
146.6580	2.0157	-0.0305	2.6222	2.0157
146.8104	2.0107	-0.0274	2.5957	2.0078
146.9628	2.0025	-0.0121	2.5162	2.1678
147.1152	1.9792	-0.0003	2.5272	1.9812
147.2676	1.9604	0.0086	2.4661	1.9604
147.4200	1.9387	0.0094	2.4303	1.9387
147.5724	1.8689	0.0085	2.2511	1.8689
147.7248	1.8065	0.0028	2.2748	1.8065
147.8772	1.7738	0.0059	2.2702	1.7738
148.0296	1.7856	0.0113	2.4461	1.7856
148.1820	1.8316	0.0131	2.5616	1.8316
148.3344	1.8702	0.0178	2.7155	1.8702
148.4868	1.9016	0.0044	2.6893	1.9016
148.6392	1.9075	0.0154	2.6499	1.9075
148.7916	1.9030	0.0077	2.4827	1.9030
148.9440	1.8561	0.0127	2.3103	1.8561
149.0964	1.8194	0.0054	2.1004	1.8194
149.2488	1.8007	0.0032	1.9814	1.8007
149.4012	1.8314	0.0084	1.9601	1.8314
149.5536	1.8426	0.0098	2.0191	1.8426
149.7060	1.8421	0.0038	2.2100	1.8421
149.8584	1.8759	0.0023	2.4636	1.8759
150.0108	1.9245	0.0073	2.7079	1.9245
150.1632	1.9622	0.0058	2.7339	1.9622
150.3156	1.9583	-0.0031	2.7592	1.9655
150.4680	1.9555	-0.0122	2.8099	1.9756
150.6204	1.9603	-0.0132	2.8144	1.9376
150.7728	1.9666	-0.0160	2.7934	1.9729
150.9252	1.9800	-0.0153	2.7965	1.9911
151.0776	1.9907	-0.0152	2.8640	2.0015
151.2300	2.0021	-0.0164	2.8681	2.0011
151.3824	2.0039	-0.0191	2.8743	1.9522
151.5348	1.9985	-0.0190	2.8228	2.0492
151.6872	1.9926	-0.0146	2.8998	2.0900
151.8396	1.9905	-0.0172	2.8472	1.9552
151.9920	1.9888	-0.0109	2.8271	1.8636
152.1444	1.9844	-0.0078	2.7269	2.1024
152.2968	1.9680	-0.0106	2.7117	1.8963
152.4492	1.9685	-0.0144	2.6457	1.9628
152.6016	1.9746	-0.0102	2.6559	1.9994
152.7540	1.9680	-0.0152	2.5821	1.9684
152.9064	1.9676	-0.0104	2.6329	1.9879
153.0588	1.9575	-0.0073	2.5605	2.0426
153.2112	1.9541	-0.0022	2.6288	1.9274
153.3636	1.9486	0.0008	2.5625	1.9486
153.5160	1.9489	0.0111	2.5306	1.9489
153.6684	1.9426	0.0054	2.4438	1.9426
153.8208	1.9565	0.0027	2.4086	1.9565
153.9732	1.9963	0.0051	2.3866	1.9963
154.1256	2.0205	0.0056	2.5304	2.0205
154.2780	2.0277	-0.0055	2.6621	2.0021
154.4304	2.0521	-0.0066	2.7969	1.9886
154.5828	2.0885	-0.0040	2.6907	2.0984
154.7352	2.1145	-0.0072	2.7002	2.1471
154.8876	2.0849	-0.0107	2.6096	2.1371
155.0400	2.0338	-0.0121	2.6098	2.2091
155.1924	1.9840	-0.0127	2.5576	1.8891
155.3448	1.9800	-0.0114	2.5875	1.8222
155.4972	2.0189	-0.0016	2.6066	1.9418
155.6496	2.0506	-0.0038	2.7357	2.1152
155.8020	2.0468	-0.0140	2.9389	2.1125
155.9544	2.0064	-0.0198	2.9691	2.1019
156.1068	1.9669	-0.0128	3.0113	2.1256
156.2592	1.9620	-0.0040	2.8358	1.8685
156.4116	1.9805	0.0085	2.7128	1.9805
156.5640	2.0044	0.0079	2.5302	2.0044
156.7164	2.0114	0.0109	2.4936	2.0114
156.8688	2.0061	-0.0003	2.5365	2.0173
157.0212	2.0067	-0.0072	2.6344	2.0406
157.1736	2.0180	-0.0117	2.8219	1.9730
157.3260	2.0292	-0.0133	2.9640	2.0349
157.4784	2.0365	-0.0167	2.8864	2.0561
157.6308	2.0274	-0.0219	2.8252	2.0227
157.7832	2.0266	-0.0261	2.8479	2.0386
157.9356	2.0175	-0.0285	2.9944	2.0175
158.0880	2.0170	-0.0237	3.1721	2.0533
158.2404	2.0176	-0.0163	3.1795	2.0630
158.3928	2.0104	-0.0157	3.1121	1.9463
158.5452	2.0162	-0.0120	2.8444	1.9700
158.6976	1.9917	-0.0050	2.6738	2.0520
158.8500	1.9676	-0.0122	2.6054	2.0599
159.0024	1.9382	-0.0196	2.7320	1.6831
159.1548	1.9356	-0.0046	2.8579	2.0968
159.3072	1.9548	0.0101	2.7678	1.9548
159.4596	1.9523	0.0011	2.7475	1.9523
159.6120	2.0011	0.0130	2.7611	2.0011
159.7644	2.0065	0.0145	2.9481	2.0065
159.9168	1.9985	0.0061	2.9359	1.9985
160.0692	1.9860	-0.0050	2.9758	1.9640
160.2216	1.9903	-0.0068	3.0255	1.8469
160.3740	1.9987	-0.0050	2.9951	2.0138
160.5264	1.9973	-0.0091	2.9730	2.0939
160.6788	1.9930	-0.0165	2.8108	1.9641
160.8312	1.9943	-0.0222	2.8261	1.9874
160.9836	2.0052	-0.0193	2.7103	1.9721
161.1360	2.0102	-0.0221	2.8515	2.0703
161.2884	2.0099	-0.0252	2.9403	2.0040
161.4408	1.9591	-0.0138	3.0297	2.0848
161.5932	1.8860	-0.0102	2.7692	2.1474
161.7456	1.7988	-0.0109	2.4275	1.5336
