HOLE:	U1507B
EXPEDITION:	371
TOP:	743.8307
BOTTOM:	860.4166
DEPTH_WMSF	DTCO	DT1	DT2	VELP	VS1	VS2
m	us/ft	us/ft	us/ft	km/s	km/s	km/s
778.8827	120.8188	266.1751	264.5314	2.5228	1.1451	1.1522
779.0351	120.7756	264.9683	264.6674	2.5237	1.1503	1.1516
779.1875	120.935	263.8159	264.8458	2.5204	1.1554	1.1509
779.3399	120.7939	265.4887	265.9185	2.5233	1.1481	1.1462
779.4923	120.5043	265.3765	266.0642	2.5294	1.1486	1.1456
779.6447	120.036	259.9715	262.6102	2.5392	1.1724	1.1607
779.7971	119.9968	258.193	267.902	2.5401	1.1805	1.1377
779.9495	119.7808	276.8126	272.7548	2.5446	1.1011	1.1175
780.1019	121.0794	277.5307	276.7439	2.5174	1.0983	1.1014
780.2543	121.4597	278.7059	279.8562	2.5095	1.0936	1.0891
780.4067	123.2278	280.1263	280.7156	2.4735	1.0881	1.0858
780.5591	123.256	279.6972	280.8988	2.4729	1.0897	1.0851
780.7115	123.0792	276.8789	282.0675	2.4765	1.1008	1.0806
780.8639	122.9931	279.3336	282.8383	2.4782	1.0912	1.0776
781.0163	121.5151	276.1855	279.0348	2.5083	1.1036	1.0923
781.1687	121.5541	274.7151	275.3061	2.5075	1.1095	1.1071
781.3211	121.3962	275.1021	274.8649	2.5108	1.1080	1.1089
781.4735	120.8566	277.0805	274.8311	2.5220	1.1000	1.1090
781.6259	120.8303	276.6634	274.8049	2.5225	1.1017	1.1092
781.7783	120.5551	272.9692	275.1706	2.5283	1.1166	1.1077
781.9307	120.5748	273.8908	274.6508	2.5279	1.1129	1.1098
782.0831	120.4419	268.5984	274.2166	2.5307	1.1348	1.1115
782.2355	119.1682	266.4426	269.6181	2.5577	1.1440	1.1305
782.3879	118.6309	270.7633	267.0843	2.5693	1.1257	1.1412
782.5403	118.4259	269.2214	266.8185	2.5738	1.1322	1.1423
782.6927	117.9993	268.7431	266.7261	2.5831	1.1342	1.1427
782.8451	117.6595	268.4636	266.695	2.5905	1.1353	1.1429
782.9975	117.3946	262.1007	267.7111	2.5964	1.1629	1.1385
783.1499	118.9519	266.1919	266.0798	2.5624	1.1450	1.1455
783.3023	119.0196	262.9061	263.6013	2.5609	1.1593	1.1563
783.4547	119.2687	262.7733	262.8387	2.5556	1.1599	1.1596
783.6071	119.6425	262.5723	262.7074	2.5476	1.1608	1.1602
783.7595	119.324	261.0764	262.6962	2.5544	1.1675	1.1603
783.9119	119.7155	261.597	261.5921	2.5460	1.1652	1.1652
784.0643	118.3482	251.7443	258.8994	2.5755	1.2108	1.1773
784.2167	115.6723	249.9195	251.1902	2.6350	1.2196	1.2134
784.3691	115.1544	252.9795	248.8272	2.6469	1.2048	1.2249
784.5215	116.2787	254.3663	249.0424	2.6213	1.1983	1.2239
784.6739	116.415	253.3259	253.4446	2.6182	1.2032	1.2026
784.8263	116.0816	252.239	254.3337	2.6257	1.2084	1.1984
784.9787	116.3008	259.0351	257.2496	2.6208	1.1767	1.1848
785.1311	118.5384	254.4695	261.0049	2.5713	1.1978	1.1678
785.2835	119.0175	260.42	262.0825	2.5610	1.1704	1.1630
785.4359	120.0165	266.5945	267.5786	2.5397	1.1433	1.1391
785.5883	120.0068	266.9229	269.9269	2.5399	1.1419	1.1292
785.7407	119.5505	265.074	267.2899	2.5496	1.1499	1.1403
785.8931	119.4285	262.3997	260.7261	2.5522	1.1616	1.1690
786.0455	118.8135	260.0798	259.0992	2.5654	1.1719	1.1764
786.1979	118.3582	257.0685	258.0121	2.5752	1.1857	1.1813
786.3503	118.5788	253.0918	252.7747	2.5704	1.2043	1.2058
786.5027	117.8553	241.7952	243.7456	2.5862	1.2606	1.2505
786.6551	117.2701	243.1468	241.5092	2.5991	1.2536	1.2621
786.8075	117.0971	241.7692	239.8723	2.6030	1.2607	1.2707
786.9599	115.7025	240.3158	239.3053	2.6343	1.2683	1.2737
787.1123	115.6723	239.1743	238.6102	2.6350	1.2744	1.2774
787.2647	115.0367	239.4314	238.3409	2.6496	1.2730	1.2788
787.4171	114.8864	240.8312	237.3291	2.6531	1.2656	1.2843
787.5695	115.8026	243.2982	240.6375	2.6321	1.2528	1.2666
787.7219	117.3206	255.6034	261.0542	2.5980	1.1925	1.1676
787.8743	116.7371	260.7561	265.5471	2.6110	1.1689	1.1478
788.0267	116.9001	263.7107	265.5198	2.6074	1.1558	1.1479
788.1791	118.1862	262.7182	265.3617	2.5790	1.1602	1.1486
788.3315	118.4345	262.107	265.3575	2.5736	1.1629	1.1486
788.4839	118.2785	261.386	263.9552	2.5770	1.1661	1.1547
788.6363	118.0052	255.5908	258.264	2.5829	1.1925	1.1802
