HOLE:	U1507B
EXPEDITION:	371
TOP:	-0.0336
BOTTOM:	862.3982
DEPTH_WMSF	TENS	CS	ETIM
m	lbf	ft/h	s
40.5048	6202.965	1499.996	6709.573
40.6572	6170.006	1496.001	6708.372
40.8096	6052.02	1494.999	6707.168
40.9620	6153.993	1489.006	6705.963
41.1144	6141.03	1500.003	6704.767
41.2668	6172.99	1502.999	6703.559
41.4192	6095.993	1504	6702.356
41.5716	5993.034	1504.999	6701.167
41.7240	6071.055	1503	6699.965
41.8764	6138.971	1503	6698.765
42.0288	6178.998	1498	6697.578
42.1812	6384.989	1496	6696.375
42.3336	6349.932	1495.001	6695.171
42.4860	6249.074	1496.003	6693.969
42.6384	6319.987	1498.999	6692.768
42.7908	6216.007	1497.001	6691.564
42.9432	6254.024	1503	6690.359
43.0956	6297.853	1503	6689.173
43.2480	6138.049	1503	6687.973
43.4004	6182.995	1503	6686.768
43.5528	6100.018	1498	6685.565
43.7052	6141.018	1498.001	6684.387
43.8576	6162.99	1499	6683.176
44.0100	6088.005	1499	6681.974
44.1624	6198.027	1501.999	6680.77
44.3148	6288.007	1497.999	6679.565
44.4672	6298.992	1496.999	6678.371
44.6196	6291.001	1496	6677.18
44.7720	6241.01	1496	6675.978
44.9244	6293.999	1498	6674.773
45.0768	6290.826	1498.003	6673.569
45.2292	6101.06	1500.999	6672.369
45.3816	6117.003	1505	6671.166
45.5340	6167.007	1503.003	6669.979
45.6864	6183.947	1509.994	6668.775
45.8388	6117.029	1502.004	6667.575
45.9912	6142.998	1497	6666.37
46.1436	6333.984	1497.001	6665.167
46.2960	6279.967	1499.001	6663.971
46.4484	6231.077	1501.003	6662.778
46.6008	6304.986	1503.999	6661.576
46.7532	6187.993	1499.002	6660.374
46.9056	6150.031	1509.999	6659.169
47.0580	6205.851	1508	6657.983
47.2104	6043.052	1508	6656.783
47.3628	5985.001	1503	6655.614
47.5152	6008.104	1496.999	6654.412
47.6676	6256.014	1495.001	6653.209
47.8200	6273.992	1496	6652.008
47.9724	6307.998	1485.001	6650.804
48.1248	6259.956	1504.999	6649.583
48.2772	6112.053	1502.005	6648.389
48.4296	6191.906	1509.001	6647.194
48.5820	6101.018	1510	6646.012
48.7344	5994.005	1503.999	6644.81
48.8868	6024.056	1499	6643.624
49.0392	6127.886	1500.001	6642.419
49.1916	6002.041	1501	6641.216
49.3440	6013.008	1503	6640.03
49.4964	6190.058	1502	6638.828
49.6488	6329.994	1501	6637.623
49.8012	6322.003	1501	6636.422
49.9536	6273.004	1498	6635.234
50.1060	6259.947	1501	6634.047
50.2584	6079.037	1502	6632.827
50.4108	6135.034	1501.996	6631.623
50.5632	6167.993	1498.001	6630.44
50.7156	6139.001	1498.001	6629.236
50.8680	6146.04	1503.003	6628.032
51.0204	6220.94	1508.998	6626.827
51.1728	6155.021	1507.001	6625.626
51.3252	6210.003	1514.999	6624.442
51.4776	6284.018	1499.999	6623.255
51.6300	6327.044	1496.998	6622.051
51.7824	6383.974	1495.001	6620.869
51.9348	6320.005	1495	6619.664
52.0872	6183.987	1498	6618.463
52.2396	6138.033	1498.001	6617.259
52.3920	6189.014	1499.017	6616.041
52.5444	6202.997	1515.996	6614.84
52.6968	6248.015	1500	6613.668
52.8492	6338.955	1499	6612.465
53.0016	6253.934	1498	6611.263
53.1540	6180.024	1498	6610.061
53.3064	6169	1498	6608.858
53.4588	6186.981	1497	6607.655
53.6112	6141.052	1498.002	6606.469
53.7636	6207.969	1500.999	6605.269
53.9160	6274.994	1500	6604.064
54.0684	6203.028	1506.999	6602.859
54.2208	6303.916	1503.998	6601.657
54.3732	6173.96	1500.998	6600.455
54.5256	6135.008	1499	6599.271
54.6780	6271.994	1498	6598.068
54.8304	6232.911	1497.002	6596.863
54.9828	6064.057	1501	6595.661
55.1352	6127.979	1501	6594.458
55.2876	6301.998	1503	6593.256
55.4400	6222.038	1500	6592.069
55.5924	6316.04	1499	6590.883
55.7448	6367.976	1499	6589.683
55.8972	6210.015	1501	6588.48
56.0496	6125.015	1502	6587.275
56.2020	6178.875	1501.999	6586.071
56.3544	5985.934	1501.001	6584.887
56.5068	5921.014	1502	6583.685
56.6592	6068.013	1502	6582.482
56.8116	6153.024	1500.003	6581.279
56.9640	6199.081	1504.994	6580.075
57.1164	6289.969	1498.002	6578.875
57.2688	6184.001	1499	6577.688
57.4212	6237.965	1500.001	6576.483
57.5736	6149.967	1502.001	6575.279
57.7260	6106.972	1503	6574.077
57.8784	6082.002	1503	6572.876
