HOLE:	U1351B
EXPEDITION:	317
TOP:	0.0892
BOTTOM:	968.4388
DEPTH_WMSF	FX	FY	FZ	FNOR	FINC	RB	P1AZ	HAZI	AX	AY	AZ
m	oer	oer	oer	oer	deg	deg	deg	deg	m/s2	m/s2	m/s2
23.2540	-0.261674	-0.312465	0.823408	0.963446	42.2885	180.5225	147.1752	326.6533	0.0913	0.1566	9.9017
23.4064	-0.351721	-0.684950	0.788657	1.004790	42.9794	138.3802	110.3011	331.9219	-0.0113	0.0504	9.9528
23.5588	0.571436	-0.934921	1.184251	0.979895	41.0873	95.0303	70.7264	335.6962	0.0745	0.1222	9.9647
23.7112	1.202287	-0.794496	1.184479	0.954994	38.7108	75.2509	49.9776	334.7262	0.1340	0.0152	9.8811
23.8636	1.201622	-0.426070	1.184116	0.928079	32.2676	96.4781	72.5002	336.0225	0.0711	0.0563	9.8389
24.0160	0.196327	-0.829337	0.925401	0.922544	24.7648	111.4849	88.6822	337.1978	0.0186	0.0322	9.9051
24.1684	0.250131	-0.567121	-0.162306	0.943756	21.7370	130.2517	112.4376	342.1866	0.0337	0.0447	9.8222
24.3208	-0.080396	-0.924104	-0.365951	0.980593	20.6962	109.0377	96.8679	347.8307	0.0831	0.0594	9.7891
24.4732	0.699846	-0.552163	0.335457	1.028211	20.1544	64.8161	56.3330	351.5166	-0.0235	0.1225	9.8407
24.6256	0.772579	-0.463323	1.177809	1.049981	19.1816	109.0981	102.0826	352.9849	0.0126	0.2155	9.8658
24.7780	-0.162251	-0.197362	-0.344442	1.010062	14.3146	166.8567	161.9229	355.0663	0.1532	-0.0198	9.8489
24.9304	-0.254212	-0.180334	-0.975779	0.945613	7.2222	151.7167	156.3875	4.6711	0.1231	0.1186	9.8607
25.0828	-0.572326	-0.845499	-0.975284	0.907002	-0.7470	140.1864	153.7291	13.5430	0.0096	0.0261	9.8826
25.2352	-0.924232	-1.037859	-0.975295	0.919295	-8.5525	143.4137	156.8213	13.4078	0.0955	0.0891	9.8718
25.3876	-0.888885	-1.037441	0.022032	0.984983	-13.1150	135.5869	146.7229	11.1361	0.0181	0.0656	9.8766
25.5400	-0.509752	-1.038603	1.183745	1.043797	-15.4972	130.7108	150.1384	19.4278	0.0037	0.1420	9.9200
25.6924	-0.978345	-1.036337	1.183492	1.064878	-18.7355	124.0853	166.1308	42.0457	0.0581	0.0453	9.9949
25.8448	-0.976897	-0.344817	1.182793	1.121186	-23.5528	161.5313	220.9644	59.4329	0.1281	0.0661	9.9631
25.9972	-0.621545	0.728621	-0.500193	1.195545	-25.3416	155.4399	238.0556	82.6156	-0.0023	0.0821	9.8936
26.1496	-0.363321	0.247916	-1.059558	1.205142	-22.2090	170.1383	264.3591	94.2208	-0.0277	0.1030	9.9207
26.3020	-0.159264	0.775728	-1.059975	1.169423	-19.7188	209.1987	311.8170	102.6181	0.0840	0.0761	9.8587
26.4544	0.635827	0.707247	-1.059458	1.108681	-20.1830	226.4934	338.9968	112.5033	0.0742	0.0606	9.7971
26.6068	1.160107	1.069166	-1.059529	1.057418	-22.3545	221.0915	340.4742	119.3826	-0.0368	0.0952	9.7829
26.7592	1.215611	1.206113	-1.134414	1.076686	-27.1876	200.9530	332.5021	131.5490	0.0455	0.0587	9.8173
26.9116	0.506825	1.028981	-1.173800	1.134467	-32.3330	80.9736	226.4868	145.5126	0.1384	0.1106	9.8249
27.0640	-0.972189	-0.361273	-1.173229	1.170320	-33.9445	17.4056	171.8401	154.4488	-0.0356	0.1046	9.8553
27.2164	-1.211457	-1.040161	-1.169061	1.179890	-32.0881	236.4897	162.4198	206.2878	0.0077	0.0280	9.8899
27.3688	-0.983141	-0.998712	0.025815	1.160073	-26.8856	244.2669	162.7980	278.5319	-0.0505	0.0825	9.8967
27.5212	-0.221741	-0.094246	0.913865	1.123059	-20.4881	133.7411	68.6695	294.9281	0.0677	0.1490	9.9055
27.6736	0.151841	-0.090140	-0.820760	1.083788	-17.3755	155.6437	102.3722	306.7291	0.0251	0.0910	9.8772
27.8260	-0.055554	-0.046646	-1.044054	1.032850	-17.5022	169.2570	119.5724	310.3156	0.0256	0.0684	9.8628
27.9784	-0.051163	-0.653973	-1.043435	0.959809	-18.7527	164.8882	107.8828	302.9948	0.0183	0.0285	9.8886
28.1308	0.359661	-1.093370	-1.042753	0.909102	-19.3982	134.2784	84.4028	310.1244	0.0633	0.0434	9.9055
28.2832	1.061341	-1.096382	-0.344883	0.907547	-15.6119	125.4008	69.4433	304.0428	0.0515	-0.1105	9.9049
28.4356	1.201351	-1.096163	1.184778	0.902639	-8.1240	139.6443	73.1770	293.5328	-0.0657	0.1299	9.8733
28.5880	0.706240	-1.093750	1.184497	0.901316	-1.3052	176.0632	103.7777	287.7145	0.0866	0.0510	9.9273
28.7404	-0.235828	-0.949475	1.183822	0.946125	1.7256	276.9549	199.2199	282.2654	0.0040	-0.1019	9.8767
28.8928	-0.736762	0.567682	1.157268	1.026747	4.3414	348.1401	268.6945	280.5545	0.0061	0.0993	9.8482
29.0452	0.163225	0.147397	-0.975434	1.076754	8.2922	64.6131	69.5965	276.4632	-0.0204	0.1282	9.8408
29.1976	0.242280	0.174043	-1.042383	1.098975	14.1368	42.6243	225.6693	272.2736	-0.0621	0.2360	9.8457
29.3500	-0.044417	0.283363	-1.042654	1.109327	21.1131	22.9429	292.9406	269.9974	-0.0171	0.1106	9.8220
29.5024	-0.027736	1.116952	-1.012142	1.105158	27.9919	50.9457	317.0670	266.1213	0.0299	0.0728	9.8626
29.6548	0.965968	1.208406	0.705032	1.062383	32.3768	88.4795	334.4967	246.0172	0.0365	0.0865	9.8732
29.8072	1.169115	1.207699	1.182429	1.008475	34.6314	108.6291	338.9227	230.2933	0.0175	0.1415	9.9245
29.9596	1.206924	1.207512	1.182449	0.968453	36.2514	118.8982	339.4306	220.5324	0.0073	0.0583	9.9471
30.1120	1.206926	1.207517	1.182451	0.947999	37.0917	115.4340	341.4380	226.0038	0.0224	0.0911	9.9704
30.2644	1.184849	0.990913	0.546493	0.953820	37.4041	137.0715	359.3876	222.3163	0.0452	0.0781	9.9714
30.4168	0.019885	0.095316	0.577588	1.012143	39.6667	60.2408	173.2999	208.2168	-0.0690	0.0946	9.8975
30.5692	-0.259037	0.087979	1.182761	1.080342	42.0354	246.5678	176.9489	194.4820	-0.0332	-0.0285	9.8890
30.7216	-0.246129	-0.245469	1.183106	1.104692	44.2281	107.0368	201.2040	190.7813	-0.0275	0.0402	9.9188
30.8740	-0.213867	0.057602	1.182821	1.054299	45.6423	1.1118	193.5259	192.4142	-0.0028	0.0893	9.8085
31.0264	-0.216602	-0.119295	1.182996	0.937357	44.9994	343.2355	174.8221	191.5867	0.0254	0.1251	9.7711
31.1788	-0.423286	-0.271022	1.183029	0.785186	42.8791	333.8561	158.2565	184.4005	0.0537	0.0600	9.7778
31.3312	0.164950	0.008785	1.183079	0.625603	39.3668	210.8322	286.5885	175.3356	0.0365	0.0754	9.7670
31.4836	0.283670	0.532443	1.139699	0.483094	34.1981	141.6311	301.6373	160.0118	-0.0460	0.0233	9.7273
31.6360	-0.138136	0.570440	-0.438797	0.402194	25.2913	116.9601	254.1079	137.1486	-0.0305	0.0949	9.8285
31.7884	-0.638169	0.453368	0.225536	0.364365	8.5622	114.0364	239.5340	125.4979	-0.0184	0.1213	9.8684
31.9408	-0.484211	0.272972	-0.148989	0.359352	-12.8361	115.7372	243.1624	127.4256	-0.0179	0.1520	9.8516
