Exp,Site,Hole,Core,Type,Sect,Top(cm),Depth CSF-A (m),Porosity (vol%)
342,U1403,A,10,H,6,38,89.59,
342,U1403,A,10,H,6,38,89.59,76.2
342,U1403,A,10,H,7,20,90.91,77.8
342,U1403,A,10,H,7,20,90.91,
342,U1403,A,11,H,1,38,91.68,76.1
342,U1403,A,11,H,1,38,91.68,
342,U1403,A,11,H,2,38,93.18,
342,U1403,A,11,H,2,38,93.18,74.2
342,U1403,A,11,H,3,38,94.68,
342,U1403,A,11,H,3,38,94.68,74
342,U1403,A,11,H,4,38,96.18,
342,U1403,A,11,H,4,38,96.18,75.6
342,U1403,A,11,H,5,38,97.68,
342,U1403,A,11,H,5,38,97.68,75
342,U1403,A,11,H,6,38,99.18,70.5
342,U1403,A,11,H,6,38,99.18,
342,U1403,A,11,H,7,13,100.43,72.8
342,U1403,A,11,H,7,13,100.43,
342,U1403,A,12,H,1,32,101.12,68.8
342,U1403,A,12,H,1,32,101.12,
342,U1403,A,12,H,2,38,102.68,67.5
342,U1403,A,12,H,2,38,102.68,
342,U1403,A,12,H,3,38,104.18,70
342,U1403,A,12,H,3,38,104.18,
342,U1403,A,12,H,4,38,105.69,71.6
342,U1403,A,12,H,4,38,105.69,
342,U1403,A,12,H,5,38,107.19,
342,U1403,A,12,H,5,38,107.19,70.5
342,U1403,A,12,H,6,38,108.7,
342,U1403,A,12,H,6,38,108.7,71.4
342,U1403,A,12,H,7,18,110,73.1
342,U1403,A,12,H,7,18,110,
342,U1403,A,13,H,1,38,110.68,75.2
342,U1403,A,13,H,1,38,110.68,
342,U1403,A,13,H,2,38,112.18,
342,U1403,A,13,H,2,38,112.18,74.4
342,U1403,A,13,H,3,38,113.65,
342,U1403,A,13,H,3,38,113.65,73.9
342,U1403,A,13,H,4,38,115.12,
342,U1403,A,13,H,4,38,115.12,74.5
342,U1403,A,13,H,5,38,116.59,
342,U1403,A,13,H,5,38,116.59,75
342,U1403,A,13,H,6,38,118.06,78.2
342,U1403,A,13,H,6,38,118.06,
342,U1403,A,13,H,7,16,119.3,77.3
342,U1403,A,13,H,7,16,119.3,
342,U1403,A,14,H,1,38,120.18,74.9
342,U1403,A,14,H,1,38,120.18,
342,U1403,A,14,H,2,38,121.7,
342,U1403,A,14,H,2,38,121.7,75.2
342,U1403,A,14,H,3,38,123.17,78
342,U1403,A,14,H,3,38,123.17,
342,U1403,A,14,H,4,38,124.64,
342,U1403,A,14,H,4,38,124.64,80.8
342,U1403,A,14,H,5,38,126.1,
342,U1403,A,14,H,5,38,126.1,82.8
342,U1403,A,14,H,6,38,127.56,84.2
342,U1403,A,14,H,6,38,127.56,
342,U1403,A,14,H,7,20,128.84,82.5
342,U1403,A,14,H,7,20,128.84,
342,U1403,A,15,H,1,38,129.68,82.1
342,U1403,A,15,H,1,38,129.68,
342,U1403,A,15,H,2,38,131.18,83.8
342,U1403,A,15,H,2,38,131.18,
342,U1403,A,15,H,3,38,132.68,81.7
342,U1403,A,15,H,3,38,132.68,
342,U1403,A,15,H,4,38,134.18,
342,U1403,A,15,H,4,38,134.18,85
342,U1403,A,15,H,5,38,135.68,
342,U1403,A,15,H,5,38,135.68,80
342,U1403,A,15,H,6,38,137.18,84.5
342,U1403,A,15,H,6,38,137.18,
342,U1403,A,16,H,1,38,139.18,77.8
342,U1403,A,16,H,1,38,139.18,
342,U1403,A,16,H,2,38,140.63,75.4
342,U1403,A,16,H,2,38,140.63,
342,U1403,A,16,H,3,38,142.08,68.8
342,U1403,A,16,H,3,38,142.08,
342,U1403,A,16,H,4,38,143.53,
342,U1403,A,16,H,4,38,143.53,67.4
342,U1403,A,16,H,5,38,144.98,
342,U1403,A,16,H,5,38,144.98,70
342,U1403,A,16,H,6,38,146.43,69
342,U1403,A,16,H,6,38,146.43,
342,U1403,A,18,X,1,42,148.42,61
342,U1403,A,18,X,1,42,148.42,
342,U1403,A,20,X,1,42,166.12,
342,U1403,A,20,X,1,42,166.12,60.4
342,U1403,A,20,X,2,67,167.87,71.8
342,U1403,A,20,X,2,67,167.87,
342,U1403,A,20,X,3,109,169.79,74.1
342,U1403,A,20,X,3,109,169.79,
342,U1403,A,20,X,4,110,171.3,
342,U1403,A,20,X,4,110,171.3,75.1
342,U1403,A,20,X,5,38,172.08,71
342,U1403,A,20,X,5,38,172.08,
342,U1403,A,20,X,6,40,173.6,69.7
342,U1403,A,20,X,6,40,173.6,
342,U1403,A,20,X,7,44,175.04,64.4
342,U1403,A,20,X,7,44,175.04,
342,U1403,A,21,X,1,74,176.14,62.5
342,U1403,A,21,X,1,74,176.14,
342,U1403,A,21,X,2,51,177.41,
342,U1403,A,21,X,2,51,177.41,65.6
342,U1403,A,21,X,3,49,178.89,
342,U1403,A,21,X,3,49,178.89,62.9
342,U1403,A,21,X,4,2,179.92,59.9
342,U1403,A,21,X,4,2,179.92,
342,U1403,A,21,X,5,60,182,64.7
342,U1403,A,21,X,5,60,182,
342,U1403,A,21,X,6,56,183.46,
342,U1403,A,21,X,6,56,183.46,71
342,U1403,A,21,X,7,55,184.45,
342,U1403,A,21,X,7,55,184.45,66.8
342,U1403,A,22,X,1,13.5,185.235,
342,U1403,A,22,X,1,13.5,185.235,69.4
342,U1403,A,22,X,2,92,187.52,64.6
342,U1403,A,22,X,2,92,187.52,
342,U1403,A,22,X,3,72.5,188.325,66.6
342,U1403,A,22,X,3,72.5,188.325,
342,U1403,A,23,X,1,129,196.09,
342,U1403,A,23,X,1,129,196.09,70.8
342,U1403,A,23,X,2,43,196.73,69.8
342,U1403,A,23,X,2,43,196.73,
342,U1403,A,23,X,3,75,198.55,
342,U1403,A,23,X,3,75,198.55,66.9
342,U1403,A,23,X,4,25,199.45,67.1
342,U1403,A,23,X,4,25,199.45,
342,U1403,A,23,X,5,12,200.72,
342,U1403,A,23,X,5,12,200.72,63.6
342,U1403,A,23,X,6,43,202.53,57.9
342,U1403,A,23,X,6,43,202.53,
342,U1403,A,23,X,7,41,203.91,
342,U1403,A,23,X,7,41,203.91,58.1
342,U1403,A,25,X,1,93,210.63,60.2
342,U1403,A,25,X,1,93,210.63,
342,U1403,A,25,X,2,62,211.82,56.3
342,U1403,A,25,X,2,62,211.82,
342,U1403,A,25,X,3,116,213.86,63.3
342,U1403,A,25,X,3,116,213.86,
342,U1403,A,25,X,4,72,214.92,59.3
342,U1403,A,25,X,4,72,214.92,
342,U1403,A,26,X,1,106,215.56,62.3
342,U1403,A,26,X,1,106,215.56,
342,U1403,A,25,X,5,68,216.38,60.8
342,U1403,A,25,X,5,68,216.38,
342,U1403,A,26,X,2,83,216.83,
342,U1403,A,26,X,2,83,216.83,56.9
342,U1403,A,25,X,6,10,217.3,56.3
342,U1403,A,25,X,6,10,217.3,
342,U1403,A,26,X,3,80,218.3,
342,U1403,A,26,X,3,80,218.3,59.3
342,U1403,A,26,X,4,40,219.4,
342,U1403,A,26,X,4,40,219.4,61.3
342,U1403,A,26,X,5,72,221.22,54.6
342,U1403,A,26,X,5,72,221.22,
342,U1403,A,26,X,6,9,222.09,
342,U1403,A,26,X,6,9,222.09,54.9
342,U1403,A,26,X,7,25,223.51,54.1
342,U1403,A,26,X,7,25,223.51,
342,U1403,A,27,X,1,21,224.41,56
342,U1403,A,27,X,1,21,224.41,
342,U1403,A,27,X,2,128,226.98,
342,U1403,A,27,X,2,128,226.98,56.7
342,U1403,A,27,X,3,73,227.93,57.2
342,U1403,A,27,X,3,73,227.93,
342,U1403,A,27,X,4,93,229.63,54.9
342,U1403,A,27,X,4,93,229.63,
342,U1403,A,27,X,5,94,231.14,
342,U1403,A,27,X,5,94,231.14,59.9
342,U1403,A,27,X,6,108,232.78,
342,U1403,A,27,X,6,108,232.78,46.5
342,U1403,A,28,X,1,110,235,48.8
342,U1403,A,28,X,1,110,235,
342,U1403,A,28,X,2,83,236.23,49.7
342,U1403,A,28,X,2,83,236.23,
342,U1403,A,28,X,3,63,237.53,
342,U1403,A,28,X,3,63,237.53,51.8
342,U1403,A,28,X,4,95,239.35,58.7
342,U1403,A,28,X,4,95,239.35,
342,U1403,A,28,X,5,93,240.83,56.5
342,U1403,A,28,X,5,93,240.83,
342,U1403,A,28,X,6,14,241.54,
342,U1403,A,28,X,6,14,241.54,56
342,U1404,A,1,H,1,38,0.38,73.6
342,U1404,A,1,H,1,38,0.38,
342,U1404,A,1,H,2,26,1.76,
342,U1404,A,1,H,2,26,1.76,73.8
342,U1404,A,1,H,3,20,2.91,
342,U1404,A,1,H,3,20,2.91,70.1
342,U1404,A,1,H,4,29,3.99,
342,U1404,A,1,H,4,29,3.99,71.2
342,U1404,A,2,H,1,100,5.7,71.1
342,U1404,A,2,H,1,100,5.7,
342,U1404,A,2,H,2,27,6.47,74.1
342,U1404,A,2,H,2,27,6.47,
342,U1404,A,2,H,3,27,7.42,75.8
342,U1404,A,2,H,3,27,7.42,
342,U1404,A,2,H,4,38,9.03,73.2
342,U1404,A,2,H,4,38,9.03,
342,U1404,A,2,H,5,38,10.53,74.6
342,U1404,A,2,H,5,38,10.53,
342,U1404,A,2,H,6,27,11.92,78.4
342,U1404,A,2,H,6,27,11.92,
342,U1404,A,2,H,7,27,13.01,76.5
342,U1404,A,2,H,7,27,13.01,
342,U1404,A,3,H,1,86,15.06,82.6
342,U1404,A,3,H,1,86,15.06,
342,U1404,A,3,H,2,38,16.08,81.2
342,U1404,A,3,H,2,38,16.08,
342,U1404,A,3,H,3,38,17.58,77.1
342,U1404,A,3,H,3,38,17.58,
342,U1404,A,3,H,4,38,19.08,
342,U1404,A,3,H,4,38,19.08,74.5
342,U1404,A,3,H,5,27,20.47,
342,U1404,A,3,H,5,27,20.47,78
342,U1404,A,3,H,6,20,21.6,
342,U1404,A,3,H,6,20,21.6,79.7
342,U1404,A,5,H,1,38,33.58,87.6
342,U1404,A,5,H,1,38,33.58,
342,U1404,A,5,H,2,38,35.08,85
342,U1404,A,5,H,2,38,35.08,
342,U1404,A,5,H,3,38,36.58,
342,U1404,A,5,H,3,38,36.58,86.7
342,U1404,A,5,H,4,38,38.08,
342,U1404,A,5,H,4,38,38.08,85.9
342,U1404,A,5,H,5,38,39.58,87.2
342,U1404,A,5,H,5,38,39.58,
342,U1404,A,6,H,1,38,43.08,87.3
342,U1404,A,6,H,1,38,43.08,
342,U1404,A,6,H,2,38,44.58,
342,U1404,A,6,H,2,38,44.58,84.7
342,U1404,A,6,H,3,38,46.08,
342,U1404,A,6,H,3,38,46.08,84.9
342,U1404,A,6,H,4,30,47.5,
342,U1404,A,6,H,4,30,47.5,84.8
342,U1404,A,6,H,5,18,48.58,
342,U1404,A,6,H,5,18,48.58,86.2
342,U1404,A,7,H,1,38,52.58,
342,U1404,A,7,H,1,38,52.58,84.3
342,U1404,A,7,H,2,43,54.13,84.2
342,U1404,A,7,H,2,43,54.13,
342,U1404,A,7,H,3,38,55.58,
342,U1404,A,7,H,3,38,55.58,84.6
342,U1404,A,7,H,4,38,57.08,84.4
342,U1404,A,7,H,4,38,57.08,
342,U1404,A,7,H,5,19,58.39,
342,U1404,A,7,H,5,19,58.39,85.2
342,U1404,A,8,H,1,38,62.08,
342,U1404,A,8,H,1,38,62.08,85
342,U1404,A,8,H,2,38,63.58,
342,U1404,A,8,H,2,38,63.58,81.5
342,U1404,A,8,H,3,38,65.08,83.3
342,U1404,A,8,H,3,38,65.08,
342,U1404,A,8,H,4,38,66.58,
342,U1404,A,8,H,4,38,66.58,83.5
342,U1404,A,8,H,5,38,68.08,84.4
342,U1404,A,8,H,5,38,68.08,
342,U1404,A,8,H,6,38,69.58,
342,U1404,A,8,H,6,38,69.58,82.2
342,U1404,A,8,H,7,29,70.79,
342,U1404,A,8,H,7,29,70.79,83.1
342,U1404,A,9,H,1,38,71.58,
342,U1404,A,9,H,1,38,71.58,83.5
342,U1404,A,9,H,2,38,73.08,
342,U1404,A,9,H,2,38,73.08,83.9
342,U1404,A,9,H,3,38,74.58,83.9
342,U1404,A,9,H,3,38,74.58,
342,U1404,A,9,H,4,38,76.08,
342,U1404,A,9,H,4,38,76.08,82.9
342,U1404,A,9,H,5,38,77.58,
342,U1404,A,9,H,5,38,77.58,82.4
342,U1404,A,9,H,6,38,79.08,83.6
342,U1404,A,9,H,6,38,79.08,
342,U1404,A,9,H,7,38,80.58,82.7
342,U1404,A,9,H,7,38,80.58,
342,U1404,A,10,H,1,38,81.08,84.4
342,U1404,A,10,H,1,38,81.08,
342,U1404,A,10,H,2,38,82.58,
342,U1404,A,10,H,2,38,82.58,83.8
342,U1404,A,10,H,3,38,84.08,
342,U1404,A,10,H,3,38,84.08,82.7
342,U1404,A,10,H,4,38,85.58,83.9
342,U1404,A,10,H,4,38,85.58,
342,U1404,A,10,H,5,38,87.08,
342,U1404,A,10,H,5,38,87.08,83
342,U1404,A,10,H,6,38,88.58,
342,U1404,A,10,H,6,38,88.58,82.7
342,U1404,A,10,H,7,16,89.86,82
342,U1404,A,10,H,7,16,89.86,
342,U1404,A,11,H,1,20,90.4,83.3
342,U1404,A,11,H,1,20,90.4,
342,U1404,A,11,H,2,38,91.91,
342,U1404,A,11,H,2,38,91.91,83.5
342,U1404,A,11,H,3,38,93.44,82.3
342,U1404,A,11,H,3,38,93.44,
342,U1404,A,11,H,4,31,94.83,
342,U1404,A,11,H,4,31,94.83,82.7
342,U1404,A,12,H,1,38,96.58,84.2
342,U1404,A,12,H,1,38,96.58,
342,U1404,A,12,H,2,38,98.03,
342,U1404,A,12,H,2,38,98.03,80.8
342,U1404,A,12,H,3,38,99.48,
342,U1404,A,12,H,3,38,99.48,81.7
342,U1404,A,12,H,4,38,100.93,81
342,U1404,A,12,H,4,38,100.93,
342,U1404,A,12,H,5,38,102.38,81.8
342,U1404,A,12,H,5,38,102.38,
342,U1404,A,12,H,6,38,103.88,83.4
342,U1404,A,12,H,6,38,103.88,
342,U1404,A,12,H,7,11,105.11,83.6
342,U1404,A,12,H,7,11,105.11,
342,U1404,A,13,H,1,42,106.12,83.8
342,U1404,A,13,H,1,42,106.12,
342,U1404,A,13,H,2,51,106.73,82
342,U1404,A,13,H,2,51,106.73,
342,U1404,A,13,H,2,60,106.82,
342,U1404,A,13,H,2,60,106.82,81.6
342,U1404,A,13,H,3,38,108.11,82.7
342,U1404,A,13,H,3,38,108.11,
342,U1404,A,13,H,3,62,108.35,
342,U1404,A,13,H,3,62,108.35,82
342,U1404,A,13,H,4,38,109.61,82.7
342,U1404,A,13,H,4,38,109.61,
342,U1404,A,13,H,4,60,109.83,
342,U1404,A,13,H,4,60,109.83,83.3
342,U1404,A,13,H,5,38,111.11,
342,U1404,A,13,H,5,38,111.11,81.7
342,U1404,A,13,H,5,60,111.33,
342,U1404,A,13,H,5,60,111.33,83.2
342,U1404,A,13,H,6,75,112.98,80.5
342,U1404,A,13,H,6,75,112.98,
342,U1404,A,13,H,6,90,113.13,
342,U1404,A,13,H,6,90,113.13,82.1
342,U1404,A,13,H,7,22,113.95,81.3
342,U1404,A,13,H,7,22,113.95,
342,U1404,A,13,H,7,35,114.08,
342,U1404,A,13,H,7,35,114.08,81.3
342,U1404,A,14,H,1,38,115.58,
342,U1404,A,14,H,1,38,115.58,80.2
342,U1404,A,14,H,2,38,117.08,80.7
342,U1404,A,14,H,2,38,117.08,
342,U1404,A,14,H,3,38,118.58,
342,U1404,A,14,H,3,38,118.58,80.6
342,U1404,A,14,H,4,38,120.08,
342,U1404,A,14,H,4,38,120.08,80
342,U1404,A,14,H,5,38,121.58,81
342,U1404,A,14,H,5,38,121.58,
342,U1404,A,14,H,6,22,122.92,
342,U1404,A,14,H,6,22,122.92,80
342,U1404,A,14,H,7,22,123.92,81.9
342,U1404,A,14,H,7,22,123.92,
342,U1404,A,15,H,1,38,125.08,
342,U1404,A,15,H,1,38,125.08,80.2
342,U1404,A,15,H,2,38,126.54,
342,U1404,A,15,H,2,38,126.54,80.4
342,U1404,A,15,H,3,38,128.01,79.3
342,U1404,A,15,H,3,38,128.01,
342,U1404,A,15,H,4,38,129.47,
342,U1404,A,15,H,4,38,129.47,78.5
342,U1404,A,15,H,5,38,130.93,
342,U1404,A,15,H,5,38,130.93,80.1
342,U1404,A,15,H,6,38,132.4,80.2
342,U1404,A,15,H,6,38,132.4,
342,U1404,A,15,H,7,20,133.73,
342,U1404,A,15,H,7,20,133.73,79
342,U1404,A,16,H,1,38,134.58,80.2
342,U1404,A,16,H,1,38,134.58,
342,U1404,A,16,H,2,38,136.08,78.9
342,U1404,A,16,H,2,38,136.08,
342,U1404,A,16,H,3,38,137.58,
342,U1404,A,16,H,3,38,137.58,80.2
342,U1404,A,16,H,4,38,139.08,78.6
342,U1404,A,16,H,4,38,139.08,
342,U1404,A,16,H,5,38,140.58,79.4
342,U1404,A,16,H,5,38,140.58,
342,U1404,A,16,H,6,30,142,79.5
342,U1404,A,16,H,6,30,142,
342,U1404,A,16,H,7,20,143.1,
342,U1404,A,16,H,7,20,143.1,79.2
342,U1404,A,17,H,1,38,144.08,78.4
342,U1404,A,17,H,1,38,144.08,
342,U1404,A,17,H,2,38,145.59,
342,U1404,A,17,H,2,38,145.59,79.1
342,U1404,A,17,H,3,38,147.04,78.1
342,U1404,A,17,H,3,38,147.04,
342,U1404,A,17,H,4,38,148.5,
342,U1404,A,17,H,4,38,148.5,78.1
342,U1404,A,17,H,5,38,149.96,
342,U1404,A,17,H,5,38,149.96,79.5
342,U1404,A,17,H,6,38,151.42,
342,U1404,A,17,H,6,38,151.42,78.6
342,U1404,A,17,H,7,20,152.7,78.5
342,U1404,A,17,H,7,20,152.7,
342,U1404,A,18,H,1,38,153.58,
342,U1404,A,18,H,1,38,153.58,79.4
342,U1404,A,18,H,2,38,155.09,77.1
342,U1404,A,18,H,2,38,155.09,
342,U1404,A,18,H,3,38,156.6,
342,U1404,A,18,H,3,38,156.6,76
342,U1404,A,18,H,4,38,158.12,76.4
342,U1404,A,18,H,4,38,158.12,
342,U1404,A,18,H,5,38,159.63,77.8
342,U1404,A,18,H,5,38,159.63,
342,U1404,A,18,H,6,38,161.14,77.5
342,U1404,A,18,H,6,38,161.14,
342,U1404,A,18,H,7,20,162.17,76.8
342,U1404,A,18,H,7,20,162.17,
342,U1404,A,19,H,1,38,163.08,
342,U1404,A,19,H,1,38,163.08,
342,U1404,A,19,H,1,38,163.08,74.9
342,U1404,A,19,H,2,38,164.58,
342,U1404,A,19,H,2,38,164.58,76.6
342,U1404,A,19,H,3,38,166.08,
342,U1404,A,19,H,3,38,166.08,75.4
342,U1404,A,19,H,4,38,167.59,
342,U1404,A,19,H,4,38,167.59,73.6
342,U1404,A,19,H,5,38,169.1,
342,U1404,A,19,H,5,38,169.1,75.8
342,U1404,A,19,H,6,38,170.62,
342,U1404,A,19,H,6,38,170.62,76.9
342,U1404,A,19,H,7,22,171.68,
342,U1404,A,19,H,7,22,171.68,73.2
342,U1404,A,20,H,1,38,172.58,73.1
342,U1404,A,20,H,1,38,172.58,
342,U1404,A,20,H,2,38,174.08,73.7
342,U1404,A,20,H,2,38,174.08,
342,U1404,A,20,H,3,38,175.58,72
342,U1404,A,20,H,3,38,175.58,
342,U1404,A,20,H,4,38,177.08,
342,U1404,A,20,H,4,38,177.08,73.5
342,U1404,A,20,H,5,38,178.58,
342,U1404,A,20,H,5,38,178.58,71.9
342,U1404,A,20,H,6,28,179.98,
342,U1404,A,20,H,6,28,179.98,71.9
342,U1404,A,20,H,7,20,181.1,71.1
342,U1404,A,20,H,7,20,181.1,
342,U1404,A,21,H,1,43,182.13,69.1
342,U1404,A,21,H,1,43,182.13,
342,U1404,A,21,H,2,37,183.57,
342,U1404,A,21,H,2,37,183.57,69.5
342,U1404,A,21,H,3,31,185.01,
342,U1404,A,21,H,3,31,185.01,69.3
342,U1404,A,21,H,4,38,186.58,
342,U1404,A,21,H,4,38,186.58,70.1
342,U1404,A,21,H,5,38,188.08,
342,U1404,A,21,H,5,38,188.08,70
342,U1404,A,21,H,6,25,189.45,67.2
342,U1404,A,21,H,6,25,189.45,
342,U1404,A,21,H,7,16,190.86,66.4
342,U1404,A,21,H,7,16,190.86,
342,U1404,A,22,H,1,46,191.66,
342,U1404,A,22,H,1,46,191.66,67.6
342,U1404,A,22,H,2,28,192.98,
342,U1404,A,22,H,2,28,192.98,66.2
342,U1404,A,22,H,3,13,193.93,
342,U1404,A,22,H,3,13,193.93,64.1
342,U1404,A,23,H,1,38,195.28,
342,U1404,A,23,H,1,38,195.28,62.9
