Exp,Site,Hole,Core,Type,Sect,Top(cm),Depth CSF-A (m),Porosity (vol%)
372,U1517,C,18,H,5,51,105,50.5
372,U1517,C,18,H,6,71,105.97,39
372,U1517,C,18,H,7,87,106.98,47.5
372,U1517,C,18,H,8,80,108.06,48.1
372,U1517,C,19,F,1,107,109.37,48.2
372,U1517,C,19,F,2,127,110.84,50.1
372,U1517,C,19,F,3,100,111.96,50.4
372,U1517,C,20,F,1,42,113.42,41
372,U1517,C,20,F,2,113,114.72,39.4
372,U1517,C,20,F,3,135,116.28,46.2
372,U1517,C,20,F,4,79,117.12,44.5
372,U1517,C,20,F,5,47,117.81,44.8
372,U1517,C,21,F,2,124,119.52,46.7
372,U1517,C,21,F,3,130,120.98,48.7
372,U1517,C,21,F,4,82,122,48.3
372,U1517,C,22,F,1,32,122.72,51
372,U1517,C,22,F,2,84,124.16,48.5
372,U1517,C,22,F,3,127,125.64,49
372,U1517,C,22,F,4,121,126.99,48.9
372,U1517,C,23,F,1,32,127.42,53
372,U1517,C,23,F,2,50,128.48,47.7
372,U1517,C,23,F,3,64,129.36,46.3
372,U1517,C,23,F,4,68,130.21,46.2
372,U1517,C,23,F,5,67,131.03,44.4
372,U1517,C,24,F,1,84,132.64,49.2
372,U1517,C,24,F,2,52,133.44,47.9
372,U1517,C,24,F,3,79,134.36,46.5
372,U1517,C,24,F,4,72,135.19,43.1
372,U1517,C,24,F,5,72,136.32,43.9
372,U1517,C,25,F,1,3,136.53,46.4
372,U1517,C,25,F,2,67,138.12,40.6
372,U1517,C,25,F,3,26,138.51,43
372,U1517,C,25,F,4,104,139.78,42.5
372,U1517,C,25,F,5,40,140.31,44.2
372,U1517,C,26,F,1,102,142.22,42.1
372,U1517,C,26,F,2,82,143.2,44.8
372,U1517,C,26,F,3,53,144.05,39.1
372,U1517,C,27,F,1,41,146.31,48
372,U1517,C,27,F,2,33,146.91,46.5
372,U1517,C,27,F,3,45,147.62,42.7
372,U1517,C,27,F,4,51,148.27,41.1
372,U1517,C,27,F,5,102,149.43,43.3
372,U1517,C,28,F,1,24,150.34,51.5
372,U1517,C,28,F,2,125,151.73,46.3
372,U1517,C,28,F,3,123,153.1,41.6
372,U1517,C,28,F,4,104,154.3,48.8
372,U1517,C,29,F,1,31,155.11,48.3
372,U1517,C,29,F,2,123,156.59,44
372,U1517,C,29,F,3,105,157.83,46.8
372,U1517,C,29,F,4,36,158.38,44.7
372,U1517,C,29,F,5,37,158.92,48.4
372,U1517,C,31,F,2,85,161.57,44.8
372,U1517,C,31,F,3,56,162.26,43.1
372,U1517,C,31,F,4,74,163.14,46.6
372,U1517,C,32,F,2,54,166,43.1
372,U1517,C,32,F,3,27,166.39,48.5
372,U1517,C,32,F,4,37,167.03,45.3
372,U1517,C,33,F,1,60,170.3,42.8
372,U1517,C,33,F,2,41,170.88,44.4
372,U1517,C,33,F,3,83,171.91,38.8
372,U1517,C,33,F,4,54,172.68,45
372,U1517,C,35,F,2,4,179.48,47.8
372,U1517,C,35,F,2,44,179.88,49
372,U1517,C,35,F,3,95,181.01,47.8
372,U1517,C,35,F,4,76,182.08,46.9
372,U1517,C,36,F,1,33,184.13,47.2
372,U1517,C,36,F,2,112,185.46,45.7
