Exp,Site,Hole,Core,Type,Sect,Top(cm),Depth CSF-A (m),Porosity (vol%)
317,U1351,B,25,X,1,59.5,199.8,44
317,U1351,B,27,X,1,74.5,219.14,43
317,U1351,B,27,X,2,74.5,220.64,43.8
317,U1351,B,27,X,3,74.5,222.14,
317,U1351,B,27,X,4,53.5,223.44,41.8
317,U1351,B,27,X,5,69.5,225.1,39.5
317,U1351,B,27,X,6,43.5,225.94,42.3
317,U1351,B,28,X,1,50,228.5,47.6
317,U1351,B,28,X,2,50,230,45.1
317,U1351,B,28,X,3,50,231.5,43
317,U1351,B,28,X,4,50,233,43.4
317,U1351,B,28,X,5,50,234.5,43.5
317,U1351,B,28,X,6,6.5,235.26,49.9
317,U1351,B,29,X,1,100,238.5,42.8
317,U1351,B,29,X,2,100,240,44.2
317,U1351,B,29,X,3,100,241.5,44
317,U1351,B,29,X,4,100,243,44.5
317,U1351,B,29,X,5,100,244.5,41.9
317,U1351,B,29,X,6,100,246,41.4
317,U1351,B,30,X,1,65,247.75,37.5
317,U1351,B,30,X,2,57,249.17,44.4
317,U1351,B,30,X,3,70,250.8,41.7
317,U1351,B,30,X,4,70,252.3,40
317,U1351,B,30,X,5,100,254.1,34.8
317,U1351,B,30,X,6,14,254.34,42.9
317,U1351,B,31,X,1,32,257.02,39.4
317,U1351,B,31,X,2,39,258.59,41.3
317,U1351,B,31,X,3,39,260.09,44.1
317,U1351,B,31,X,4,39,261.59,42.5
317,U1351,B,31,X,4,66,261.86,47.4
317,U1351,B,31,X,5,39,263.09,41.3
317,U1351,B,32,X,1,70,267,43
317,U1351,B,32,X,2,70,268.5,45.2
317,U1351,B,32,X,3,50,269.8,38.2
317,U1351,B,32,X,3,100,270.3,41
317,U1351,B,33,X,1,100,276.9,40.6
317,U1351,B,33,X,2,35,277.75,40.5
317,U1351,B,34,X,1,50,286,45.2
317,U1351,B,36,X,1,100,305.7,43.2
317,U1351,B,36,X,2,35,306.55,43.4
317,U1351,B,36,X,3,35,308.05,42.2
317,U1351,B,36,X,4,35,309.05,39.5
317,U1351,B,37,X,1,70,314.6,44.1
317,U1351,B,37,X,2,70,316.1,41.6
317,U1351,B,39,X,1,74.5,333.84,43.6
317,U1351,B,39,X,2,74.5,335.34,40.8
317,U1351,B,39,X,3,34.5,336.45,40.8
317,U1351,B,40,X,1,74.5,343.44,40.8
317,U1351,B,41,X,1,74.5,353.04,43
317,U1351,B,41,X,2,24.5,353.54,43.7
317,U1351,B,43,X,1,15.5,371.66,41.2
317,U1351,B,44,X,1,54.5,381.65,41.1
317,U1351,B,45,X,1,59.5,391.3,39
317,U1351,B,45,X,2,41.5,392.62,36.3
317,U1351,B,47,X,1,56.5,410.36,42.2
317,U1351,B,47,X,2,29.5,411.1,39.5
317,U1351,B,48,X,1,109.5,420.5,38.6
317,U1351,B,64,X,1,27,553.67,40.9
317,U1351,B,64,X,2,50,555.4,39.1
317,U1351,B,65,H,CC,9,563.66,37.5
317,U1351,B,67,X,CC,16,572.76,36.3
317,U1351,B,70,X,1,100,602.5,37.8
317,U1351,B,70,X,2,35,603.15,39.8
317,U1351,B,72,X,1,100,621.6,40.1
317,U1351,B,72,X,2,99,623.09,36.9
317,U1351,B,73,X,1,50,630.7,41
317,U1351,B,77,X,1,50,669.1,41.6
317,U1351,B,78,H,1,50,678.7,41.1
317,U1351,B,84,X,1,19,726.29,40.9
317,U1351,B,86,X,,19,736.89,43.3
317,U1351,B,88,X,1,18,755.08,41.9
317,U1351,B,88,X,2,18,756.58,33.7
317,U1351,B,89,X,1,100,765.5,40.6
317,U1351,B,89,X,2,40,766.4,39.9
317,U1351,B,90,X,1,100,775.1,45.7
317,U1351,B,90,X,2,100,776.6,35.4
317,U1351,B,90,X,3,100,778.1,38.1
317,U1351,B,92,X,1,86,794.16,40.4
317,U1351,B,92,X,2,100,795.8,38.5
317,U1351,B,93,X,1,100,804,35.5
317,U1351,B,93,X,2,100,805.5,38.1
317,U1351,B,93,X,3,100,807,38.5
317,U1351,B,93,X,4,79,808.29,36.9
317,U1351,B,93,X,5,100,810,36.4
317,U1351,B,93,X,6,75,811.25,37.3
317,U1351,B,94,X,1,75,813.35,38.3
317,U1351,B,94,X,2,75,814.85,38.1
317,U1351,B,94,X,3,75,816.35,39.4
317,U1351,B,94,X,4,70,817.8,39
317,U1351,B,94,X,5,30,818.5,36.4
317,U1351,B,97,X,1,97,842.37,40.9
317,U1351,B,97,X,2,69,843.59,39.4
317,U1351,B,97,X,3,13,844.53,31.9
317,U1351,B,97,X,4,43,845.93,48.3
317,U1351,B,100,X,1,134,871.64,41.9
317,U1351,B,100,X,2,115,872.95,40.3
317,U1351,B,100,X,3,57,873.87,39.4
317,U1351,B,100,X,4,85,875.65,26.4
317,U1351,B,100,X,5,16,876.46,38.5
317,U1351,B,101,X,1,101,880.91,39
317,U1351,B,101,X,2,21,881.61,37.9
317,U1351,B,103,X,1,82,900.02,37.4
317,U1351,B,104,X,1,18,908.98,43.8
317,U1351,B,104,X,1,20.5,909,43.4
317,U1351,B,104,X,2,101,911.31,38.8
317,U1351,B,104,X,3,11,911.91,39.7
317,U1351,B,106,X,1,50,928.5,40.8
317,U1351,B,106,X,2,50,930,36.8
317,U1351,B,106,X,3,39,931.39,36.5
317,U1351,B,107,X,1,12,937.72,43.1
317,U1351,B,109,X,1,117,957.97,41.9
317,U1351,B,109,X,2,75,959.05,39.5
317,U1351,B,109,X,3,70,960.5,37.3
317,U1351,B,111,X,1,0,975.9,28.7
317,U1351,B,111,X,1,29,976.19,40.7
317,U1351,B,112,X,1,85,986.35,40.2
317,U1351,B,112,X,2,116,988.16,33
317,U1351,B,112,X,3,66,989.16,37.9
317,U1351,B,112,X,4,10,990.1,35.5
317,U1351,B,113,X,1,136,996.46,35.4
317,U1351,B,113,X,2,113,997.73,35.9
317,U1352,B,1,H,1,89,0.89,63.5
317,U1352,B,1,H,1,129,1.29,54.1
317,U1352,B,1,H,2,34,1.84,42.8
317,U1352,B,1,H,2,109,2.59,51.4
317,U1352,B,1,H,3,89,3.89,43.3
317,U1352,B,1,H,4,69,5.19,42.6
317,U1352,B,1,H,5,89,6.89,46
317,U1352,B,1,H,6,41,7.81,48
317,U1352,B,2,H,1,79,8.99,52.4
317,U1352,B,2,H,2,79,10.49,48.1
317,U1352,B,2,H,3,79,11.99,39.1
317,U1352,B,2,H,4,44,13.14,44.5
317,U1352,B,2,H,4,117,13.87,41.3
317,U1352,B,2,H,5,7,14.27,39.2
317,U1352,B,2,H,6,79,16.49,46.4
317,U1352,B,2,H,7,8,16.78,49.9
317,U1352,B,3,H,1,142,19.12,48.5
317,U1352,B,3,H,2,144,20.64,42.8
317,U1352,B,3,H,3,136,22.06,51.6
317,U1352,B,3,H,5,59,24.29,46.4
317,U1352,B,3,H,6,64,25.84,45.3
317,U1352,B,4,H,1,113,28.33,48
317,U1352,B,4,H,3,124,31.44,48.3
317,U1352,B,4,H,4,79,32.49,42.3
317,U1352,B,4,H,6,14,34.84,41.4
317,U1352,B,5,H,2,98,37.9,49.5
317,U1352,B,5,H,4,29,40.21,48.1
317,U1352,B,5,H,6,73,43.65,43.8
317,U1352,B,5,H,8,22,45.64,47.1
317,U1352,B,6,H,1,11,46.31,45.1
317,U1352,B,6,H,3,112,50.32,45.6
317,U1352,B,6,H,5,59,52.79,45.6
317,U1352,B,6,H,7,11,54.81,46.4
317,U1352,B,7,H,2,11,57.31,49.1
317,U1352,B,7,H,4,99,61.19,47.6
317,U1352,B,7,H,5,72,62.42,46.5
317,U1352,B,7,H,5,93,62.63,48.6
317,U1352,B,7,H,6,80,64,45.8
317,U1352,B,7,H,6,110,64.3,40
317,U1352,B,8,H,2,102,67.72,41.8
317,U1352,B,8,H,3,80,69,43.1
317,U1352,B,8,H,5,85,72.05,42.2
317,U1352,B,8,H,7,4,73.74,46
317,U1352,B,8,H,CC,12,74.68,44.9
317,U1352,B,9,H,1,76,75.46,48.5
317,U1352,B,9,H,3,70,78.4,46.8
317,U1352,B,9,H,5,52,81.22,43.9
317,U1352,B,9,H,6,52,82.72,43.5
317,U1352,B,9,H,6,63,82.83,48.3
317,U1352,B,10,H,2,93,85.39,47.5
317,U1352,B,10,H,4,50,87.96,45.8
317,U1352,B,10,H,5,107,90.03,44.7
317,U1352,B,10,H,6,9,90.55,44.3
317,U1352,B,10,H,7,10,92.06,48.4
317,U1352,B,11,H,1,54,94.24,44.5
317,U1352,B,11,H,2,19,95.39,42.6
317,U1352,B,11,H,3,54,97.24,42.5
317,U1352,B,11,H,4,19,98.37,45.3
317,U1352,B,11,H,4,129,99.47,44.6
317,U1352,B,11,H,7,54,102.72,45.9
317,U1352,B,12,H,1,122,104.42,48.7
317,U1352,B,12,H,2,89,105.59,46.6
317,U1352,B,12,H,4,79,108.45,46
317,U1352,B,12,H,6,14,110.8,47
317,U1352,B,13,H,1,115,113.85,43.5
317,U1352,B,13,H,1,129,113.99,47.1
317,U1352,B,13,H,3,38,116.06,47.5
317,U1352,B,13,H,5,46,119.14,40.8
317,U1352,B,13,H,5,115,119.83,46.5
317,U1352,B,14,H,1,72,122.92,50.2
317,U1352,B,14,H,3,72,125.92,46.3
317,U1352,B,14,H,5,139,129.59,52.5
317,U1352,B,14,H,6,9,129.79,48.8
317,U1352,B,15,H,1,119,132.89,46.6
317,U1352,B,15,H,2,97,134.17,43.3
317,U1352,B,15,H,3,119,135.82,45.4
317,U1352,B,15,H,5,129,138.79,43.3
317,U1352,B,15,H,6,129,140.29,46.3
317,U1352,B,16,H,2,112,143.82,46.3
317,U1352,B,16,H,3,112,145.29,41.7
317,U1352,B,16,H,4,88,146.55,42.7
317,U1352,B,16,H,6,112,149.79,50.9
317,U1352,B,17,H,2,40,152.6,46.5
317,U1352,B,17,H,4,3,154.52,43.3
317,U1352,B,17,H,4,38,154.87,40.5
317,U1352,B,18,H,1,116,157.36,44.1
317,U1352,B,18,H,3,12,159.32,42.8
317,U1352,B,18,H,3,24,159.44,45
317,U1352,B,18,H,3,32,159.52,46.4
317,U1352,B,18,H,5,90,161.5,46.4
317,U1352,B,18,H,7,36,163.56,44.6
317,U1352,B,19,H,1,73,166.43,47.3
317,U1352,B,19,H,3,130,170,43.8
317,U1352,B,19,H,5,131,173.01,46.1
317,U1352,B,20,H,1,39,175.09,46.8
317,U1352,B,20,H,3,27,177.65,48.7
317,U1352,B,21,H,2,127,182.47,45
317,U1352,B,21,H,3,59,183.29,48.2
317,U1352,B,21,H,4,115,185.35,46.5
317,U1352,B,21,H,6,67,187.87,45.8
317,U1352,B,22,H,3,114,193.34,47
317,U1352,B,22,H,5,114,196.34,47.7
317,U1352,B,22,H,7,49,198.69,49.7
317,U1352,B,23,H,1,45,199.15,49.7
317,U1352,B,23,H,1,114,199.84,48
317,U1352,B,23,H,3,114,202.84,48.9
317,U1352,B,23,H,4,114,204.34,44.6
317,U1352,B,23,H,6,49,206.69,47.8
317,U1352,B,23,H,6,108,207.28,47.4
317,U1352,B,24,H,1,114,209.34,43.5
317,U1352,B,24,H,3,114,212.34,49.3
317,U1352,B,24,H,5,114,215.34,48.2
317,U1352,B,24,H,7,69,217.89,47.5
317,U1352,B,25,H,2,70,219.9,39.3
317,U1352,B,25,H,2,92,220.12,42.2
317,U1352,B,25,H,4,70,222.9,47.2
317,U1352,B,25,H,6,70,225.9,49.8
317,U1352,B,26,H,1,70,227.9,44.9
317,U1352,B,26,H,3,109,231.21,46.8
317,U1352,B,26,H,4,70,232.32,47.4
317,U1352,B,26,H,6,58,235.2,46.4
317,U1352,B,27,H,2,114,239.34,48.7
317,U1352,B,27,H,4,49,241.69,43.4
317,U1352,B,27,H,5,83,243.53,47.9
317,U1352,B,27,H,6,84,245.04,48.7
317,U1352,B,28,H,1,24,246.44,48.5
317,U1352,B,28,H,1,79,246.99,45.8
317,U1352,B,28,H,3,70,249.83,43.9
317,U1352,B,28,H,4,38,250.51,43
317,U1352,B,29,H,1,114,252.34,44.6
317,U1352,B,29,H,3,10,254.3,42.7
317,U1352,B,29,H,3,114,255.34,43.5
317,U1352,B,30,H,1,73,258.43,44.5
317,U1352,B,30,H,2,20,259.4,46.1
317,U1352,B,30,H,3,86,261.56,44.9
317,U1352,B,30,H,5,22,263.92,43.1
317,U1352,B,31,H,2,22,268.92,46.3
317,U1352,B,31,H,5,89,271.9,46.8
317,U1352,B,32,H,2,100,274.7,46.2
317,U1352,B,32,H,4,125,277.95,44.1
317,U1352,B,33,H,1,68,282.38,47.1
317,U1352,B,33,H,4,63,285.27,46.2
317,U1352,B,33,H,5,73,286.87,43.8
317,U1352,B,34,H,2,89,289.35,40.9
317,U1352,B,34,H,3,45,290.34,45.1
317,U1352,B,34,H,5,89,292.03,47
317,U1352,B,35,H,1,88,293.78,44.3
317,U1352,B,35,H,2,35,294.69,43.6
317,U1352,B,36,H,1,69,295.99,46.6
317,U1352,B,36,H,2,40,296.9,43.5
317,U1352,B,37,X,1,107,298.07,46
317,U1352,B,37,X,2,55,299.05,48.8
317,U1352,B,38,X,1,75,303.35,48.4
317,U1352,B,38,X,2,89,304.99,49.8
317,U1352,B,38,X,4,75,307.85,48.7
317,U1352,B,38,X,5,75,309.35,49
317,U1352,B,39,X,1,70,312.9,47.9
317,U1352,B,39,X,3,99,316.19,46.3
317,U1352,B,39,X,5,70,318.9,48.6
317,U1352,B,39,X,6,29,319.99,47.8
317,U1352,B,40,X,1,79,322.69,50.8
317,U1352,B,40,X,3,79,325.69,46.4
317,U1352,B,40,X,4,79,327.19,47.7
317,U1352,B,40,X,6,108,330.48,43.8
317,U1352,B,41,X,1,79,332.29,47.1
317,U1352,B,41,X,3,79,335.29,45.5
317,U1352,B,41,X,5,79,338.29,47.1
317,U1352,B,41,X,7,39,340.49,45
317,U1352,B,42,X,1,89,341.99,48.7
317,U1352,B,42,X,3,70,344.8,48.1
317,U1352,B,42,X,4,117,346.77,36.3
317,U1352,B,42,X,5,22,347.32,36.4
317,U1352,B,42,X,5,137,348.47,45.3
317,U1352,B,43,X,2,89,353.09,48
317,U1352,B,43,X,4,89,356.09,47
317,U1352,B,43,X,5,88,357.58,47
317,U1352,B,44,X,1,70,361.1,47.4
317,U1352,B,44,X,2,70,362.6,48
317,U1352,B,44,X,5,71,367.11,48.8
317,U1352,B,44,X,7,70,369.6,43.8
317,U1352,B,45,X,1,79,370.79,48.5
317,U1352,B,45,X,2,79,372.29,45.9
317,U1352,B,45,X,4,79,375.29,40.6
317,U1352,B,45,X,6,78,378.28,43.6
317,U1352,B,46,X,1,70,380.3,44.3
317,U1352,B,46,X,3,70,383.28,44
317,U1352,B,46,X,5,70,386.28,44.4
317,U1352,B,46,X,7,25,388.43,42.3
317,U1352,B,47,X,1,113,390.33,48
317,U1352,B,47,X,2,113,391.83,44
317,U1352,B,47,X,3,89,393.09,46
317,U1352,B,47,X,5,139,396.59,44.6
317,U1352,B,47,X,6,67,397.37,42.8
317,U1352,B,48,X,1,63,399.33,43.8
317,U1352,B,48,X,3,62,402.32,42.9
317,U1352,B,48,X,5,63,405.33,41.9
317,U1352,B,48,X,7,63,408.13,41.4
317,U1352,B,49,X,1,59,408.89,47.5
317,U1352,B,49,X,1,132,409.62,45.7
317,U1352,B,49,X,3,79,412.09,47
317,U1352,B,50,X,2,95,420.35,50.5
317,U1352,B,50,X,4,91,423.31,45.3
317,U1352,B,50,X,7,37,427.07,41.2
317,U1352,B,51,X,1,34,427.84,46.3
317,U1352,B,51,X,2,30,429.3,45.3
317,U1352,B,51,X,4,31,432.31,45.4
317,U1352,B,51,X,6,76,435.76,44.7
317,U1352,B,52,X,2,73,439.33,44.4
317,U1352,B,52,X,4,75,442.35,45.7
317,U1352,B,52,X,6,78,445.38,49.5
317,U1352,B,53,X,1,111,447.81,44.8
317,U1352,B,53,X,3,111,450.81,43.3
317,U1352,B,53,X,5,111,453.81,40.8
317,U1352,B,54,X,1,109,457.39,49.6
317,U1352,B,54,X,2,112,458.92,30.3
317,U1352,B,54,X,4,136,462.16,37.6
317,U1352,B,54,X,4,136,462.16,40.3
317,U1352,B,54,X,4,136,462.16,38.7
317,U1352,B,54,X,5,29,462.59,31.2
317,U1352,B,54,X,5,49,462.79,42.6
317,U1352,B,55,X,1,24,466.14,42.8
317,U1352,B,55,X,2,10,467.5,45.9
317,U1352,B,55,X,3,10,469,48
317,U1352,B,56,X,1,47,475.97,35.6
317,U1352,B,56,X,3,47,478.97,39.6
317,U1352,B,56,X,4,35,480.35,43.3
317,U1352,B,56,X,6,29,483.29,47.4
317,U1352,B,57,X,1,29,485.39,47.3
317,U1352,B,57,X,3,115,489.25,40.9
317,U1352,B,57,X,4,46,490.06,38.7
317,U1352,B,57,X,4,48,490.08,35.8
317,U1352,B,57,X,4,48,490.08,42
317,U1352,B,57,X,4,48,490.08,32.3
317,U1352,B,58,X,2,28,495.2,46
317,U1352,B,58,X,4,69,498.61,45.6
317,U1352,B,58,X,6,49,501.41,44.6
317,U1352,B,59,X,1,109,505.39,49.9
317,U1352,B,60,X,1,36,514.26,43.8
317,U1352,B,61,X,1,46,523.96,50.1
317,U1352,B,62,X,1,70,533.8,46.4
317,U1352,B,62,X,4,79,538.39,46.5
317,U1352,B,62,X,6,41,541.01,44
317,U1352,B,63,X,2,45,544.65,45
317,U1352,B,63,X,4,75,547.95,45.2
317,U1352,B,63,X,6,88,551.08,44.2
317,U1352,B,64,X,1,73,552.93,43.1
317,U1352,B,64,X,3,75,555.95,49.8
317,U1352,B,64,X,4,16,556.86,42.6
317,U1352,B,66,X,1,56,571.96,42.4
317,U1352,B,67,X,CC,14,573.47,42.3
317,U1352,B,68,X,1,69,581.79,41
317,U1352,B,68,X,2,85,583.45,31.9
317,U1352,B,70,X,1,65,600.95,41.8
317,U1352,B,71,X,1,124,611.14,40.3
317,U1352,B,71,X,3,39,613.29,40.4
317,U1352,B,71,X,4,42,614.42,37.6
317,U1352,B,72,X,1,73,620.23,43
317,U1352,B,72,X,3,73,623.2,40.8
317,U1352,B,72,X,4,73,624.7,39.1
317,U1352,B,73,X,1,55,629.65,40.3
317,U1352,B,73,X,3,55,632.65,43.3
317,U1352,B,73,X,5,81,635.91,42.7
317,U1352,B,74,X,1,71,639.41,41.9
317,U1352,B,74,X,3,70,642.4,41.2
317,U1352,B,74,X,5,68,645.38,38.1
317,U1352,B,75,X,1,70,649,41.7
317,U1352,B,75,X,3,70,652,40.4
317,U1352,B,75,X,5,70,655,40.1
317,U1352,B,75,X,7,70,657.5,31
317,U1352,B,76,X,2,70,660.1,41.2
317,U1352,B,76,X,4,70,663.1,43.2
317,U1352,B,76,X,6,70,666.1,41.2
317,U1352,B,77,X,1,62,668.22,44.9
317,U1352,B,78,X,1,58,677.88,45.1
317,U1352,B,79,X,1,41,687.31,42
317,U1352,B,80,X,1,70,697.2,44.3
317,U1352,B,80,X,3,70,700.2,44.8
317,U1352,B,80,X,5,25,702.75,43.7
317,U1352,B,81,X,1,80,706.9,44.6
317,U1352,B,81,X,3,80,709.9,43.8
317,U1352,B,82,X,1,40,710.1,46.6
317,U1352,B,85,X,1,80,735.7,42.7
317,U1352,B,85,X,3,80,738.7,39.3
317,U1352,B,86,X,1,16,744.66,44.5
317,U1352,B,87,X,1,70,754.8,41.2
317,U1352,B,90,X,1,37,783.27,40.9
317,U1352,B,91,X,1,39,792.89,40.1
317,U1352,B,92,X,1,41,802.51,40.7
317,U1352,B,94,X,1,12,821.42,40.1
317,U1352,C,2,R,1,5,574.75,27.2
317,U1352,C,2,R,1,5,574.75,28.2
317,U1352,C,2,R,1,5,574.75,30.5
317,U1352,C,2,R,1,41,575.11,24
317,U1352,C,2,R,1,41,575.11,27.6
317,U1352,C,2,R,1,41,575.11,24.9
317,U1352,C,2,R,1,75,575.45,49
317,U1352,C,3,R,1,114,585.54,36.1
317,U1352,C,3,R,3,60,587.7,21.6
317,U1352,C,3,R,3,60,587.7,22.4
317,U1352,C,3,R,3,60,587.7,25
317,U1352,C,4,R,2,127,596.75,34.7
317,U1352,C,4,R,2,127,596.75,33.9
317,U1352,C,4,R,2,127,596.75,33.4
317,U1352,C,4,R,4,55,598.95,28.6
317,U1352,C,4,R,4,55,598.95,27.7
317,U1352,C,4,R,4,55,598.95,30.6
317,U1352,C,4,R,6,20,600.78,36.7
317,U1352,C,6,R,1,70,660.7,43.2
317,U1352,C,7,R,2,39,670.65,45.3
317,U1352,C,8,R,1,81,680.11,27.8
317,U1352,C,9,R,1,4,689.04,20.6
317,U1352,C,10,R,1,47,699.17,37.7
317,U1352,C,10,R,2,132,700.66,44.4
317,U1352,C,11,R,1,70,709.1,48.2
317,U1352,C,11,R,2,35,709.67,24.8
317,U1352,C,12,R,1,10,718.2,26.3
317,U1352,C,13,R,1,17,727.97,17.6
317,U1352,C,14,R,1,50,738,20.3
317,U1352,C,14,R,1,50,738,20.6
317,U1352,C,14,R,1,50,738,22
317,U1352,C,14,R,2,71,739.71,42.7
317,U1352,C,15,R,2,55,749.11,41.7
317,U1352,C,15,R,2,57,749.13,40.1
317,U1352,C,15,R,2,81,749.37,28.7
317,U1352,C,16,R,1,24.5,757.14,36.4
317,U1352,C,16,R,1,42.5,757.32,24.1
317,U1352,C,16,R,1,42.5,757.32,28.3
317,U1352,C,16,R,1,42.5,757.32,25.1
317,U1352,C,17,R,1,33,766.93,37.5
317,U1352,C,17,R,2,60,768.67,17.5
317,U1352,C,17,R,2,60,768.67,16.6
317,U1352,C,17,R,2,60,768.67,22
317,U1352,C,18,R,1,15,776.45,18
317,U1352,C,18,R,1,15,776.45,21.4
317,U1352,C,18,R,1,15,776.45,17.3
317,U1352,C,18,R,1,86,777.16,39.8
317,U1352,C,19,R,1,7,786.07,21
317,U1352,C,19,R,2,16,787.66,41.9
317,U1352,C,20,R,1,89,796.59,40.9
317,U1352,C,20,R,2,14,797.23,24.8
317,U1352,C,20,R,2,14,797.23,23.1
317,U1352,C,20,R,2,14,797.23,22.6
317,U1352,C,21,R,1,45,805.85,40.5
317,U1352,C,21,R,1,131,806.71,19.9
317,U1352,C,21,R,1,131,806.71,17.5
317,U1352,C,21,R,1,131,806.71,17
317,U1352,C,22,R,1,11,815.11,16.7
317,U1352,C,22,R,1,11,815.11,14.7
317,U1352,C,22,R,1,11,815.11,15
317,U1352,C,22,R,2,94,817.36,12
317,U1352,C,22,R,2,94,817.36,14.7
317,U1352,C,22,R,2,94,817.36,12.3
317,U1352,C,23,R,2,21,825.81,40.3
